bin,bin_lower,bin_upper,count,confidence,accuracy,gap,dataset,subject,method,method_label,source_file
0,0.0,0.1,0,,,,BNCI2014_001,4,baseline,Baseline,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject4_probabilities.npz
1,0.1,0.2,0,,,,BNCI2014_001,4,baseline,Baseline,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject4_probabilities.npz
2,0.2,0.30000000000000004,0,,,,BNCI2014_001,4,baseline,Baseline,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject4_probabilities.npz
3,0.30000000000000004,0.4,9,0.34968673819009627,0.0,0.34968673819009627,BNCI2014_001,4,baseline,Baseline,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject4_probabilities.npz
4,0.4,0.5,52,0.4620624155253085,0.4423076923076923,0.019754723217616232,BNCI2014_001,4,baseline,Baseline,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject4_probabilities.npz
5,0.5,0.6000000000000001,47,0.5548852563476466,0.6595744680851063,0.10468921173745971,BNCI2014_001,4,baseline,Baseline,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject4_probabilities.npz
6,0.6000000000000001,0.7000000000000001,36,0.6469970636217766,0.6388888888888888,0.008108174732887719,BNCI2014_001,4,baseline,Baseline,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject4_probabilities.npz
7,0.7000000000000001,0.8,59,0.7530488867614441,0.7966101694915254,0.04356128273008131,BNCI2014_001,4,baseline,Baseline,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject4_probabilities.npz
8,0.8,0.9,45,0.8521483630238558,0.8,0.052148363023855726,BNCI2014_001,4,baseline,Baseline,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject4_probabilities.npz
9,0.9,1.0,40,0.9451251943883483,0.85,0.09512519438834832,BNCI2014_001,4,baseline,Baseline,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject4_probabilities.npz
0,0.0,0.1,0,,,,BNCI2014_001,5,baseline,Baseline,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject5_probabilities.npz
1,0.1,0.2,0,,,,BNCI2014_001,5,baseline,Baseline,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject5_probabilities.npz
2,0.2,0.30000000000000004,53,0.28722766715866244,0.3018867924528302,0.01465912529416774,BNCI2014_001,5,baseline,Baseline,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject5_probabilities.npz
3,0.30000000000000004,0.4,164,0.34809381455327437,0.3719512195121951,0.023857404958920747,BNCI2014_001,5,baseline,Baseline,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject5_probabilities.npz
4,0.4,0.5,52,0.43491011845548644,0.36538461538461536,0.06952550307087108,BNCI2014_001,5,baseline,Baseline,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject5_probabilities.npz
5,0.5,0.6000000000000001,11,0.543277302067085,0.6363636363636364,0.09308633429655133,BNCI2014_001,5,baseline,Baseline,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject5_probabilities.npz
6,0.6000000000000001,0.7000000000000001,7,0.6446018908091415,0.8571428571428571,0.21254096633371555,BNCI2014_001,5,baseline,Baseline,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject5_probabilities.npz
7,0.7000000000000001,0.8,1,0.7186204660561876,1.0,0.28137953394381243,BNCI2014_001,5,baseline,Baseline,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject5_probabilities.npz
8,0.8,0.9,0,,,,BNCI2014_001,5,baseline,Baseline,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject5_probabilities.npz
9,0.9,1.0,0,,,,BNCI2014_001,5,baseline,Baseline,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject5_probabilities.npz
0,0.0,0.1,0,,,,BNCI2014_001,6,baseline,Baseline,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject6_probabilities.npz
1,0.1,0.2,0,,,,BNCI2014_001,6,baseline,Baseline,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject6_probabilities.npz
2,0.2,0.30000000000000004,2,0.2787078789123145,0.0,0.2787078789123145,BNCI2014_001,6,baseline,Baseline,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject6_probabilities.npz
3,0.30000000000000004,0.4,88,0.35353520265531296,0.3522727272727273,0.0012624753825856705,BNCI2014_001,6,baseline,Baseline,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject6_probabilities.npz
4,0.4,0.5,102,0.44893816156744965,0.43137254901960786,0.01756561254784178,BNCI2014_001,6,baseline,Baseline,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject6_probabilities.npz
5,0.5,0.6000000000000001,61,0.5461490333280505,0.6885245901639344,0.14237555683588388,BNCI2014_001,6,baseline,Baseline,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject6_probabilities.npz
6,0.6000000000000001,0.7000000000000001,30,0.6407850978577372,0.7333333333333333,0.0925482354755961,BNCI2014_001,6,baseline,Baseline,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject6_probabilities.npz
7,0.7000000000000001,0.8,5,0.7442534114410584,1.0,0.2557465885589416,BNCI2014_001,6,baseline,Baseline,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject6_probabilities.npz
8,0.8,0.9,0,,,,BNCI2014_001,6,baseline,Baseline,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject6_probabilities.npz
9,0.9,1.0,0,,,,BNCI2014_001,6,baseline,Baseline,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject6_probabilities.npz
0,0.0,0.1,0,,,,BNCI2014_001,7,baseline,Baseline,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject7_probabilities.npz
1,0.1,0.2,0,,,,BNCI2014_001,7,baseline,Baseline,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject7_probabilities.npz
2,0.2,0.30000000000000004,0,,,,BNCI2014_001,7,baseline,Baseline,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject7_probabilities.npz
3,0.30000000000000004,0.4,4,0.3524008041977098,0.25,0.1024008041977098,BNCI2014_001,7,baseline,Baseline,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject7_probabilities.npz
4,0.4,0.5,15,0.4704441607740001,0.4666666666666667,0.0037774941073334123,BNCI2014_001,7,baseline,Baseline,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject7_probabilities.npz
5,0.5,0.6000000000000001,45,0.5512280286031651,0.6444444444444445,0.09321641584127938,BNCI2014_001,7,baseline,Baseline,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject7_probabilities.npz
6,0.6000000000000001,0.7000000000000001,46,0.647808777912478,0.7608695652173914,0.11306078730491331,BNCI2014_001,7,baseline,Baseline,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject7_probabilities.npz
7,0.7000000000000001,0.8,61,0.7506360763684072,0.8852459016393442,0.134609825270937,BNCI2014_001,7,baseline,Baseline,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject7_probabilities.npz
8,0.8,0.9,53,0.844063023291353,0.8679245283018868,0.023861505010533857,BNCI2014_001,7,baseline,Baseline,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject7_probabilities.npz
9,0.9,1.0,64,0.9622390343042175,0.9375,0.024739034304217533,BNCI2014_001,7,baseline,Baseline,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject7_probabilities.npz
0,0.0,0.1,0,,,,BNCI2014_001,8,baseline,Baseline,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject8_probabilities.npz
1,0.1,0.2,0,,,,BNCI2014_001,8,baseline,Baseline,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject8_probabilities.npz
2,0.2,0.30000000000000004,0,,,,BNCI2014_001,8,baseline,Baseline,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject8_probabilities.npz
3,0.30000000000000004,0.4,4,0.3725389235080747,0.75,0.3774610764919253,BNCI2014_001,8,baseline,Baseline,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject8_probabilities.npz
4,0.4,0.5,26,0.46595494484050975,0.46153846153846156,0.004416483302048191,BNCI2014_001,8,baseline,Baseline,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject8_probabilities.npz
5,0.5,0.6000000000000001,44,0.5550552322769048,0.5909090909090909,0.03585385863218615,BNCI2014_001,8,baseline,Baseline,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject8_probabilities.npz
6,0.6000000000000001,0.7000000000000001,44,0.648643590918222,0.7954545454545454,0.14681095453632342,BNCI2014_001,8,baseline,Baseline,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject8_probabilities.npz
7,0.7000000000000001,0.8,47,0.7577388812461279,0.8723404255319149,0.11460154428578706,BNCI2014_001,8,baseline,Baseline,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject8_probabilities.npz
8,0.8,0.9,65,0.8516070767240606,0.9538461538461539,0.10223907712209335,BNCI2014_001,8,baseline,Baseline,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject8_probabilities.npz
9,0.9,1.0,58,0.9482546463673964,1.0,0.051745353632603575,BNCI2014_001,8,baseline,Baseline,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject8_probabilities.npz
0,0.0,0.1,0,,,,BNCI2014_001,9,baseline,Baseline,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject9_probabilities.npz
1,0.1,0.2,0,,,,BNCI2014_001,9,baseline,Baseline,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject9_probabilities.npz
2,0.2,0.30000000000000004,1,0.29944270849227905,0.0,0.29944270849227905,BNCI2014_001,9,baseline,Baseline,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject9_probabilities.npz
3,0.30000000000000004,0.4,5,0.3742064005637025,0.6,0.22579359943629745,BNCI2014_001,9,baseline,Baseline,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject9_probabilities.npz
4,0.4,0.5,41,0.4571489913896469,0.5121951219512195,0.05504613056157265,BNCI2014_001,9,baseline,Baseline,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject9_probabilities.npz
5,0.5,0.6000000000000001,66,0.5440475717434358,0.7424242424242424,0.19837667068080667,BNCI2014_001,9,baseline,Baseline,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject9_probabilities.npz
6,0.6000000000000001,0.7000000000000001,47,0.6543080772399801,0.8085106382978723,0.1542025610578922,BNCI2014_001,9,baseline,Baseline,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject9_probabilities.npz
7,0.7000000000000001,0.8,54,0.7550107037424668,0.9259259259259259,0.17091522218345911,BNCI2014_001,9,baseline,Baseline,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject9_probabilities.npz
8,0.8,0.9,48,0.8389771107654503,1.0,0.16102288923454966,BNCI2014_001,9,baseline,Baseline,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject9_probabilities.npz
9,0.9,1.0,26,0.9593501569274185,1.0,0.04064984307258146,BNCI2014_001,9,baseline,Baseline,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject9_probabilities.npz
0,0.0,0.1,0,,,,BNCI2014_001,1,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject1_probabilities.npz
1,0.1,0.2,0,,,,BNCI2014_001,1,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject1_probabilities.npz
2,0.2,0.30000000000000004,0,,,,BNCI2014_001,1,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject1_probabilities.npz
3,0.30000000000000004,0.4,0,,,,BNCI2014_001,1,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject1_probabilities.npz
4,0.4,0.5,5,0.46636487817266375,0.4,0.06636487817266373,BNCI2014_001,1,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject1_probabilities.npz
5,0.5,0.6000000000000001,30,0.5567010204683484,0.5,0.05670102046834835,BNCI2014_001,1,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject1_probabilities.npz
6,0.6000000000000001,0.7000000000000001,34,0.6530826839229732,0.5588235294117647,0.09425915451120848,BNCI2014_001,1,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject1_probabilities.npz
7,0.7000000000000001,0.8,42,0.7550546882879843,0.7619047619047619,0.0068500736167775855,BNCI2014_001,1,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject1_probabilities.npz
8,0.8,0.9,58,0.8513333933679883,0.9137931034482759,0.06245971008028761,BNCI2014_001,1,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject1_probabilities.npz
9,0.9,1.0,119,0.968068903459307,0.9495798319327731,0.018489071526533896,BNCI2014_001,1,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject1_probabilities.npz
0,0.0,0.1,0,,,,BNCI2014_001,2,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject2_probabilities.npz
1,0.1,0.2,0,,,,BNCI2014_001,2,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject2_probabilities.npz
2,0.2,0.30000000000000004,1,0.29867130517959595,0.0,0.29867130517959595,BNCI2014_001,2,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject2_probabilities.npz
3,0.30000000000000004,0.4,13,0.3588514542146245,0.15384615384615385,0.20500530036847064,BNCI2014_001,2,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject2_probabilities.npz
4,0.4,0.5,57,0.4619676353848758,0.3508771929824561,0.11109044240241966,BNCI2014_001,2,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject2_probabilities.npz
5,0.5,0.6000000000000001,58,0.5516027547998507,0.3793103448275862,0.17229240997226447,BNCI2014_001,2,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject2_probabilities.npz
6,0.6000000000000001,0.7000000000000001,49,0.6441296085310786,0.4897959183673469,0.15433369016373166,BNCI2014_001,2,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject2_probabilities.npz
7,0.7000000000000001,0.8,26,0.742606669304915,0.5384615384615384,0.2041451308433766,BNCI2014_001,2,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject2_probabilities.npz
8,0.8,0.9,36,0.8543458766687481,0.5833333333333334,0.2710125433354147,BNCI2014_001,2,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject2_probabilities.npz
9,0.9,1.0,48,0.9574469625434956,0.6666666666666666,0.29078029587682896,BNCI2014_001,2,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject2_probabilities.npz
0,0.0,0.1,0,,,,BNCI2014_001,3,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject3_probabilities.npz
1,0.1,0.2,0,,,,BNCI2014_001,3,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject3_probabilities.npz
2,0.2,0.30000000000000004,0,,,,BNCI2014_001,3,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject3_probabilities.npz
3,0.30000000000000004,0.4,6,0.3651501236350096,0.5,0.1348498763649904,BNCI2014_001,3,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject3_probabilities.npz
4,0.4,0.5,27,0.4617503455092991,0.6296296296296297,0.16787928412033054,BNCI2014_001,3,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject3_probabilities.npz
5,0.5,0.6000000000000001,52,0.5487267161099262,0.6153846153846154,0.06665789927468924,BNCI2014_001,3,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject3_probabilities.npz
6,0.6000000000000001,0.7000000000000001,22,0.6529887263695862,0.6818181818181818,0.02882945544859561,BNCI2014_001,3,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject3_probabilities.npz
7,0.7000000000000001,0.8,27,0.7364080270175889,0.7777777777777778,0.041369750760188895,BNCI2014_001,3,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject3_probabilities.npz
8,0.8,0.9,63,0.8529927082609313,0.9523809523809523,0.09938824412002101,BNCI2014_001,3,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject3_probabilities.npz
9,0.9,1.0,91,0.9584764110229025,1.0,0.041523588977097514,BNCI2014_001,3,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject3_probabilities.npz
0,0.0,0.1,0,,,,BNCI2014_001,4,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject4_probabilities.npz
1,0.1,0.2,0,,,,BNCI2014_001,4,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject4_probabilities.npz
2,0.2,0.30000000000000004,0,,,,BNCI2014_001,4,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject4_probabilities.npz
3,0.30000000000000004,0.4,9,0.35355811383798547,0.2222222222222222,0.13133589161576326,BNCI2014_001,4,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject4_probabilities.npz
4,0.4,0.5,37,0.44752053380969165,0.3783783783783784,0.06914215543131325,BNCI2014_001,4,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject4_probabilities.npz
5,0.5,0.6000000000000001,49,0.5477161082665626,0.6122448979591837,0.0645287896926211,BNCI2014_001,4,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject4_probabilities.npz
6,0.6000000000000001,0.7000000000000001,45,0.6481731303691227,0.7555555555555555,0.10738242518643282,BNCI2014_001,4,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject4_probabilities.npz
7,0.7000000000000001,0.8,54,0.7539982272354914,0.7407407407407407,0.01325748649475067,BNCI2014_001,4,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject4_probabilities.npz
8,0.8,0.9,50,0.853689904086331,0.76,0.09368990408633104,BNCI2014_001,4,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject4_probabilities.npz
9,0.9,1.0,44,0.9492220652510148,0.9090909090909091,0.04013115616010576,BNCI2014_001,4,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject4_probabilities.npz
0,0.0,0.1,0,,,,BNCI2014_001,5,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject5_probabilities.npz
1,0.1,0.2,0,,,,BNCI2014_001,5,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject5_probabilities.npz
2,0.2,0.30000000000000004,14,0.29261554166763215,0.2857142857142857,0.006901255953346452,BNCI2014_001,5,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject5_probabilities.npz
3,0.30000000000000004,0.4,150,0.3521929856413873,0.32,0.032192985641387284,BNCI2014_001,5,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject5_probabilities.npz
4,0.4,0.5,82,0.4375713217795583,0.35365853658536583,0.08391278519419249,BNCI2014_001,5,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject5_probabilities.npz
5,0.5,0.6000000000000001,18,0.5423709876222218,0.5555555555555556,0.01318456793333378,BNCI2014_001,5,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject5_probabilities.npz
6,0.6000000000000001,0.7000000000000001,15,0.6323632528374709,0.6666666666666666,0.03430341382919577,BNCI2014_001,5,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject5_probabilities.npz
7,0.7000000000000001,0.8,4,0.7668243234576427,0.75,0.01682432345764273,BNCI2014_001,5,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject5_probabilities.npz
8,0.8,0.9,3,0.8522118021790624,1.0,0.14778819782093755,BNCI2014_001,5,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject5_probabilities.npz
9,0.9,1.0,2,0.9131839306804166,1.0,0.08681606931958341,BNCI2014_001,5,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject5_probabilities.npz
0,0.0,0.1,0,,,,BNCI2014_001,6,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject6_probabilities.npz
1,0.1,0.2,0,,,,BNCI2014_001,6,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject6_probabilities.npz
2,0.2,0.30000000000000004,4,0.290112854092416,0.0,0.290112854092416,BNCI2014_001,6,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject6_probabilities.npz
3,0.30000000000000004,0.4,51,0.3609293800106145,0.35294117647058826,0.007988203540026217,BNCI2014_001,6,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject6_probabilities.npz
4,0.4,0.5,89,0.44293437589611223,0.449438202247191,0.0065038263510787675,BNCI2014_001,6,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject6_probabilities.npz
5,0.5,0.6000000000000001,63,0.5545956224293673,0.49206349206349204,0.0625321303658753,BNCI2014_001,6,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject6_probabilities.npz
6,0.6000000000000001,0.7000000000000001,40,0.6515018312554066,0.775,0.1234981687445934,BNCI2014_001,6,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject6_probabilities.npz
7,0.7000000000000001,0.8,29,0.7499732791088796,0.8275862068965517,0.07761292778767215,BNCI2014_001,6,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject6_probabilities.npz
8,0.8,0.9,12,0.8466436573528338,0.9166666666666666,0.07002300931383287,BNCI2014_001,6,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject6_probabilities.npz
9,0.9,1.0,0,,,,BNCI2014_001,6,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject6_probabilities.npz
0,0.0,0.1,0,,,,BNCI2014_001,7,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject7_probabilities.npz
1,0.1,0.2,0,,,,BNCI2014_001,7,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject7_probabilities.npz
2,0.2,0.30000000000000004,1,0.29857222135580247,0.0,0.29857222135580247,BNCI2014_001,7,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject7_probabilities.npz
3,0.30000000000000004,0.4,7,0.3690056711137159,0.2857142857142857,0.0832913853994302,BNCI2014_001,7,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject7_probabilities.npz
4,0.4,0.5,20,0.4566627770288777,0.5,0.0433372229711223,BNCI2014_001,7,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject7_probabilities.npz
5,0.5,0.6000000000000001,52,0.5465666746108166,0.4807692307692308,0.06579744384158587,BNCI2014_001,7,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject7_probabilities.npz
6,0.6000000000000001,0.7000000000000001,46,0.6529178442149659,0.7391304347826086,0.08621259056764274,BNCI2014_001,7,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject7_probabilities.npz
7,0.7000000000000001,0.8,56,0.75351750188548,0.8571428571428571,0.10362535525737715,BNCI2014_001,7,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject7_probabilities.npz
