bin,bin_lower,bin_upper,count,confidence,accuracy,gap,dataset,subject,method,method_label,source_file
7,0.7000000000000001,0.8,31,0.7410974621643038,0.6774193548387096,0.0636781073255942,BCI IV-2a,5,baseline,Baseline,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject5_probabilities.npz
8,0.8,0.9,36,0.8504028349545415,0.8055555555555556,0.04484727939898592,BCI IV-2a,5,baseline,Baseline,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject5_probabilities.npz
9,0.9,1.0,17,0.9316222364212637,0.8823529411764706,0.049269295244793176,BCI IV-2a,5,baseline,Baseline,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject5_probabilities.npz
0,0.0,0.1,0,,,,BCI IV-2a,6,baseline,Baseline,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject6_probabilities.npz
1,0.1,0.2,0,,,,BCI IV-2a,6,baseline,Baseline,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject6_probabilities.npz
2,0.2,0.30000000000000004,0,,,,BCI IV-2a,6,baseline,Baseline,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject6_probabilities.npz
3,0.30000000000000004,0.4,28,0.3616375038745345,0.14285714285714285,0.21878036101739168,BCI IV-2a,6,baseline,Baseline,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject6_probabilities.npz
4,0.4,0.5,63,0.45070245235042145,0.42857142857142855,0.022131023778992898,BCI IV-2a,6,baseline,Baseline,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject6_probabilities.npz
5,0.5,0.6000000000000001,69,0.5393285199086575,0.30434782608695654,0.23498069382170095,BCI IV-2a,6,baseline,Baseline,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject6_probabilities.npz
6,0.6000000000000001,0.7000000000000001,52,0.6458632733626899,0.6153846153846154,0.030478657978074475,BCI IV-2a,6,baseline,Baseline,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject6_probabilities.npz
7,0.7000000000000001,0.8,33,0.754211779451516,0.6060606060606061,0.14815117339090988,BCI IV-2a,6,baseline,Baseline,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject6_probabilities.npz
8,0.8,0.9,34,0.8490107465771087,0.8529411764705882,0.00393042989347947,BCI IV-2a,6,baseline,Baseline,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject6_probabilities.npz
9,0.9,1.0,9,0.9334227567031085,0.7777777777777778,0.1556449789253307,BCI IV-2a,6,baseline,Baseline,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject6_probabilities.npz
0,0.0,0.1,0,,,,BCI IV-2a,7,baseline,Baseline,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject7_probabilities.npz
1,0.1,0.2,0,,,,BCI IV-2a,7,baseline,Baseline,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject7_probabilities.npz
2,0.2,0.30000000000000004,0,,,,BCI IV-2a,7,baseline,Baseline,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject7_probabilities.npz
3,0.30000000000000004,0.4,0,,,,BCI IV-2a,7,baseline,Baseline,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject7_probabilities.npz
4,0.4,0.5,3,0.4678106288818788,0.0,0.4678106288818788,BCI IV-2a,7,baseline,Baseline,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject7_probabilities.npz
5,0.5,0.6000000000000001,35,0.5532415255263138,0.5428571428571428,0.010384382669170966,BCI IV-2a,7,baseline,Baseline,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject7_probabilities.npz
6,0.6000000000000001,0.7000000000000001,24,0.6522448587661421,0.6666666666666666,0.014421807900524497,BCI IV-2a,7,baseline,Baseline,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject7_probabilities.npz
7,0.7000000000000001,0.8,41,0.7536351118096629,0.5853658536585366,0.16826925815112637,BCI IV-2a,7,baseline,Baseline,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject7_probabilities.npz
8,0.8,0.9,51,0.8489434293846457,0.6666666666666666,0.1822767627179791,BCI IV-2a,7,baseline,Baseline,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject7_probabilities.npz
9,0.9,1.0,134,0.9730240925185092,0.8507462686567164,0.12227782386179276,BCI IV-2a,7,baseline,Baseline,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject7_probabilities.npz
0,0.0,0.1,0,,,,BCI IV-2a,8,baseline,Baseline,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject8_probabilities.npz
1,0.1,0.2,0,,,,BCI IV-2a,8,baseline,Baseline,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject8_probabilities.npz
2,0.2,0.30000000000000004,0,,,,BCI IV-2a,8,baseline,Baseline,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject8_probabilities.npz
3,0.30000000000000004,0.4,0,,,,BCI IV-2a,8,baseline,Baseline,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject8_probabilities.npz
4,0.4,0.5,6,0.45132091444273387,0.5,0.04867908555726613,BCI IV-2a,8,baseline,Baseline,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject8_probabilities.npz
5,0.5,0.6000000000000001,27,0.5496347706795808,0.6666666666666666,0.11703189598708585,BCI IV-2a,8,baseline,Baseline,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject8_probabilities.npz
6,0.6000000000000001,0.7000000000000001,30,0.6510221219094401,0.6333333333333333,0.017688788576106784,BCI IV-2a,8,baseline,Baseline,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject8_probabilities.npz
7,0.7000000000000001,0.8,27,0.7398299971245251,0.7037037037037037,0.03612629342082141,BCI IV-2a,8,baseline,Baseline,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject8_probabilities.npz
8,0.8,0.9,50,0.854317256577475,0.72,0.13431725657747506,BCI IV-2a,8,baseline,Baseline,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject8_probabilities.npz
9,0.9,1.0,148,0.9685263769865688,0.9324324324324325,0.03609394455413639,BCI IV-2a,8,baseline,Baseline,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject8_probabilities.npz
0,0.0,0.1,0,,,,BCI IV-2a,9,baseline,Baseline,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject9_probabilities.npz
1,0.1,0.2,0,,,,BCI IV-2a,9,baseline,Baseline,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject9_probabilities.npz
2,0.2,0.30000000000000004,0,,,,BCI IV-2a,9,baseline,Baseline,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject9_probabilities.npz
3,0.30000000000000004,0.4,5,0.3679946988821393,0.4,0.03200530111786071,BCI IV-2a,9,baseline,Baseline,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject9_probabilities.npz
4,0.4,0.5,26,0.45470830286798597,0.38461538461538464,0.07009291825260133,BCI IV-2a,9,baseline,Baseline,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject9_probabilities.npz
5,0.5,0.6000000000000001,33,0.5482585380834727,0.6363636363636364,0.08810509828016366,BCI IV-2a,9,baseline,Baseline,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject9_probabilities.npz
6,0.6000000000000001,0.7000000000000001,41,0.6491134302824414,0.6585365853658537,0.009423155083412293,BCI IV-2a,9,baseline,Baseline,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject9_probabilities.npz
7,0.7000000000000001,0.8,56,0.7468270403303074,0.8392857142857143,0.09245867395540686,BCI IV-2a,9,baseline,Baseline,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject9_probabilities.npz
8,0.8,0.9,42,0.8471270577718839,0.9285714285714286,0.0814443707995447,BCI IV-2a,9,baseline,Baseline,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject9_probabilities.npz
9,0.9,1.0,61,0.9693113816108715,0.9344262295081968,0.03488515210267473,BCI IV-2a,9,baseline,Baseline,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject9_probabilities.npz
0,0.0,0.1,0,,,,BCI IV-2a,1,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject1_probabilities.npz
1,0.1,0.2,0,,,,BCI IV-2a,1,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject1_probabilities.npz
2,0.2,0.30000000000000004,0,,,,BCI IV-2a,1,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject1_probabilities.npz
3,0.30000000000000004,0.4,1,0.37920227845755905,1.0,0.620797721542441,BCI IV-2a,1,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject1_probabilities.npz
4,0.4,0.5,1,0.4747014025924443,1.0,0.5252985974075557,BCI IV-2a,1,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject1_probabilities.npz
5,0.5,0.6000000000000001,16,0.5528102455565639,0.5625,0.009689754443436116,BCI IV-2a,1,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject1_probabilities.npz
6,0.6000000000000001,0.7000000000000001,24,0.6529996081637038,0.625,0.027999608163703837,BCI IV-2a,1,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject1_probabilities.npz
7,0.7000000000000001,0.8,13,0.7401820035866388,0.6153846153846154,0.12479738820202335,BCI IV-2a,1,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject1_probabilities.npz
8,0.8,0.9,45,0.8544355606821255,0.8444444444444444,0.009991116237681008,BCI IV-2a,1,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject1_probabilities.npz
9,0.9,1.0,188,0.9772040002607971,0.9202127659574468,0.05699123430335029,BCI IV-2a,1,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject1_probabilities.npz
0,0.0,0.1,0,,,,BCI IV-2a,2,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject2_probabilities.npz
1,0.1,0.2,0,,,,BCI IV-2a,2,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject2_probabilities.npz
2,0.2,0.30000000000000004,1,0.29981511384524234,0.0,0.29981511384524234,BCI IV-2a,2,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject2_probabilities.npz
3,0.30000000000000004,0.4,51,0.36372212789393826,0.5098039215686274,0.14608179367468915,BCI IV-2a,2,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject2_probabilities.npz
4,0.4,0.5,72,0.44502638923779414,0.3472222222222222,0.09780416701557193,BCI IV-2a,2,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject2_probabilities.npz
5,0.5,0.6000000000000001,36,0.545915629101176,0.4722222222222222,0.07369340687895376,BCI IV-2a,2,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject2_probabilities.npz
6,0.6000000000000001,0.7000000000000001,31,0.6417272773829101,0.45161290322580644,0.1901143741571037,BCI IV-2a,2,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject2_probabilities.npz
7,0.7000000000000001,0.8,36,0.7558407931231299,0.6666666666666666,0.08917412645646328,BCI IV-2a,2,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject2_probabilities.npz
8,0.8,0.9,25,0.8505290796122086,0.8,0.05052907961220854,BCI IV-2a,2,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject2_probabilities.npz
9,0.9,1.0,36,0.9490615791482279,0.9166666666666666,0.03239491248156123,BCI IV-2a,2,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject2_probabilities.npz
0,0.0,0.1,0,,,,BCI IV-2a,3,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject3_probabilities.npz
1,0.1,0.2,0,,,,BCI IV-2a,3,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject3_probabilities.npz
2,0.2,0.30000000000000004,0,,,,BCI IV-2a,3,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject3_probabilities.npz
3,0.30000000000000004,0.4,0,,,,BCI IV-2a,3,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject3_probabilities.npz
4,0.4,0.5,3,0.45714861207871355,0.6666666666666666,0.20951805458795308,BCI IV-2a,3,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject3_probabilities.npz
5,0.5,0.6000000000000001,9,0.5341867351627223,0.5555555555555556,0.021368820392833277,BCI IV-2a,3,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject3_probabilities.npz
6,0.6000000000000001,0.7000000000000001,11,0.6601357012790806,0.5454545454545454,0.1146811558245352,BCI IV-2a,3,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject3_probabilities.npz
7,0.7000000000000001,0.8,12,0.762680936506733,0.8333333333333334,0.0706523968266004,BCI IV-2a,3,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject3_probabilities.npz
8,0.8,0.9,29,0.855429387517738,0.9310344827586207,0.07560509524088266,BCI IV-2a,3,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject3_probabilities.npz
9,0.9,1.0,224,0.9865056323339925,0.9866071428571429,0.00010151052315043874,BCI IV-2a,3,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject3_probabilities.npz
0,0.0,0.1,0,,,,BCI IV-2a,4,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject4_probabilities.npz
1,0.1,0.2,0,,,,BCI IV-2a,4,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject4_probabilities.npz
2,0.2,0.30000000000000004,0,,,,BCI IV-2a,4,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject4_probabilities.npz
3,0.30000000000000004,0.4,15,0.3738083798250526,0.4666666666666667,0.09285828684161407,BCI IV-2a,4,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject4_probabilities.npz
4,0.4,0.5,32,0.4597119636261502,0.46875,0.009038036373849812,BCI IV-2a,4,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject4_probabilities.npz
5,0.5,0.6000000000000001,59,0.5530715905381965,0.6271186440677966,0.07404705352960006,BCI IV-2a,4,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject4_probabilities.npz
6,0.6000000000000001,0.7000000000000001,50,0.6503225672124411,0.56,0.09032256721244103,BCI IV-2a,4,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject4_probabilities.npz
7,0.7000000000000001,0.8,40,0.7488291493272777,0.875,0.12617085067272227,BCI IV-2a,4,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject4_probabilities.npz
8,0.8,0.9,53,0.8462127108961645,0.9245283018867925,0.07831559099062801,BCI IV-2a,4,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject4_probabilities.npz
9,0.9,1.0,39,0.9416425746958202,0.9230769230769231,0.018565651618897117,BCI IV-2a,4,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject4_probabilities.npz
0,0.0,0.1,0,,,,BCI IV-2a,5,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject5_probabilities.npz
1,0.1,0.2,0,,,,BCI IV-2a,5,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject5_probabilities.npz
2,0.2,0.30000000000000004,2,0.2926060409314018,0.5,0.2073939590685982,BCI IV-2a,5,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject5_probabilities.npz
3,0.30000000000000004,0.4,30,0.36245142907872663,0.3333333333333333,0.029118095745393313,BCI IV-2a,5,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject5_probabilities.npz
4,0.4,0.5,56,0.4555761095789291,0.44642857142857145,0.009147538150357626,BCI IV-2a,5,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject5_probabilities.npz
5,0.5,0.6000000000000001,66,0.5451681244266936,0.48484848484848486,0.06031963957820874,BCI IV-2a,5,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject5_probabilities.npz
6,0.6000000000000001,0.7000000000000001,48,0.6468512452307398,0.5625,0.08435124523073978,BCI IV-2a,5,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject5_probabilities.npz
7,0.7000000000000001,0.8,38,0.747721715319565,0.7105263157894737,0.03719539953009132,BCI IV-2a,5,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject5_probabilities.npz
8,0.8,0.9,33,0.8434342185495468,0.7575757575757576,0.08585846097378924,BCI IV-2a,5,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject5_probabilities.npz
9,0.9,1.0,15,0.9245374310090314,0.8,0.12453743100903136,BCI IV-2a,5,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject5_probabilities.npz
0,0.0,0.1,0,,,,BCI IV-2a,6,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject6_probabilities.npz
1,0.1,0.2,0,,,,BCI IV-2a,6,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject6_probabilities.npz
2,0.2,0.30000000000000004,0,,,,BCI IV-2a,6,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject6_probabilities.npz
3,0.30000000000000004,0.4,28,0.36322882741803725,0.14285714285714285,0.2203716845608944,BCI IV-2a,6,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject6_probabilities.npz
4,0.4,0.5,77,0.4524197667872567,0.35064935064935066,0.10177041613790605,BCI IV-2a,6,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject6_probabilities.npz
5,0.5,0.6000000000000001,53,0.5463008814376494,0.4716981132075472,0.07460276823010226,BCI IV-2a,6,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject6_probabilities.npz
6,0.6000000000000001,0.7000000000000001,42,0.6424200296473435,0.40476190476190477,0.2376581248854387,BCI IV-2a,6,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject6_probabilities.npz
7,0.7000000000000001,0.8,47,0.7482042271221311,0.6808510638297872,0.06735316329234387,BCI IV-2a,6,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject6_probabilities.npz
8,0.8,0.9,29,0.8497798143375851,0.8275862068965517,0.02219360744103338,BCI IV-2a,6,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject6_probabilities.npz
9,0.9,1.0,12,0.9274675583831463,0.8333333333333334,0.09413422504981295,BCI IV-2a,6,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject6_probabilities.npz
0,0.0,0.1,0,,,,BCI IV-2a,7,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject7_probabilities.npz
1,0.1,0.2,0,,,,BCI IV-2a,7,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject7_probabilities.npz
2,0.2,0.30000000000000004,0,,,,BCI IV-2a,7,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject7_probabilities.npz
3,0.30000000000000004,0.4,0,,,,BCI IV-2a,7,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject7_probabilities.npz
4,0.4,0.5,2,0.43632277070764147,0.0,0.43632277070764147,BCI IV-2a,7,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject7_probabilities.npz
5,0.5,0.6000000000000001,29,0.5459944759211506,0.4827586206896552,0.06323585523149539,BCI IV-2a,7,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject7_probabilities.npz
6,0.6000000000000001,0.7000000000000001,19,0.6493375351241865,0.3684210526315789,0.28091648249260753,BCI IV-2a,7,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject7_probabilities.npz
7,0.7000000000000001,0.8,27,0.7418991149207378,0.6296296296296297,0.11226948529110814,BCI IV-2a,7,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject7_probabilities.npz
8,0.8,0.9,43,0.8593280864419053,0.6511627906976745,0.20816529574423082,BCI IV-2a,7,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject7_probabilities.npz
9,0.9,1.0,168,0.9767692389490558,0.8571428571428571,0.11962638180619867,BCI IV-2a,7,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject7_probabilities.npz
0,0.0,0.1,0,,,,BCI IV-2a,8,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject8_probabilities.npz
1,0.1,0.2,0,,,,BCI IV-2a,8,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject8_probabilities.npz
2,0.2,0.30000000000000004,0,,,,BCI IV-2a,8,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject8_probabilities.npz
3,0.30000000000000004,0.4,2,0.37099576463675243,0.0,0.37099576463675243,BCI IV-2a,8,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject8_probabilities.npz
4,0.4,0.5,4,0.46424067490886894,0.5,0.035759325091131056,BCI IV-2a,8,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject8_probabilities.npz
5,0.5,0.6000000000000001,17,0.5535743461071991,0.5294117647058824,0.024162581401316774,BCI IV-2a,8,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject8_probabilities.npz
6,0.6000000000000001,0.7000000000000001,22,0.6572407967334112,0.6818181818181818,0.024577385084770587,BCI IV-2a,8,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject8_probabilities.npz
7,0.7000000000000001,0.8,36,0.7463100545232085,0.75,0.0036899454767914674,BCI IV-2a,8,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject8_probabilities.npz
8,0.8,0.9,41,0.8569186099008455,0.7317073170731707,0.12521129282767474,BCI IV-2a,8,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject8_probabilities.npz
9,0.9,1.0,166,0.9725064247578629,0.9036144578313253,0.06889196692653754,BCI IV-2a,8,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject8_probabilities.npz
0,0.0,0.1,0,,,,BCI IV-2a,9,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject9_probabilities.npz
1,0.1,0.2,0,,,,BCI IV-2a,9,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject9_probabilities.npz
2,0.2,0.30000000000000004,0,,,,BCI IV-2a,9,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject9_probabilities.npz
3,0.30000000000000004,0.4,6,0.3777296212304053,0.0,0.3777296212304053,BCI IV-2a,9,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject9_probabilities.npz
4,0.4,0.5,17,0.4663070485815341,0.5294117647058824,0.06310471612434826,BCI IV-2a,9,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject9_probabilities.npz
5,0.5,0.6000000000000001,30,0.5509322041004319,0.6333333333333333,0.08240112923290144,BCI IV-2a,9,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject9_probabilities.npz
6,0.6000000000000001,0.7000000000000001,32,0.6568239593188135,0.59375,0.06307395931881354,BCI IV-2a,9,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject9_probabilities.npz
7,0.7000000000000001,0.8,56,0.7569047749053288,0.8571428571428571,0.10023808223752828,BCI IV-2a,9,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject9_probabilities.npz
8,0.8,0.9,52,0.8539415434983304,0.9038461538461539,0.04990461034782345,BCI IV-2a,9,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject9_probabilities.npz
9,0.9,1.0,71,0.9620637348069209,0.9577464788732394,0.004317255933681485,BCI IV-2a,9,seed_ensemble,Seed ensemble,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject9_probabilities.npz
0,0.0,0.1,0,,,,BCI IV-2a,1,teacher_student_mixture,Teacher/student,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject1_probabilities.npz
1,0.1,0.2,0,,,,BCI IV-2a,1,teacher_student_mixture,Teacher/student,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject1_probabilities.npz
2,0.2,0.30000000000000004,0,,,,BCI IV-2a,1,teacher_student_mixture,Teacher/student,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject1_probabilities.npz
3,0.30000000000000004,0.4,0,,,,BCI IV-2a,1,teacher_student_mixture,Teacher/student,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject1_probabilities.npz
4,0.4,0.5,3,0.45734552889443153,0.6666666666666666,0.2093211377722351,BCI IV-2a,1,teacher_student_mixture,Teacher/student,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject1_probabilities.npz
5,0.5,0.6000000000000001,43,0.5409589572968602,0.6511627906976745,0.1102038334008143,BCI IV-2a,1,teacher_student_mixture,Teacher/student,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject1_probabilities.npz
