dataset,subject,experiment_key,method_label,metric,baseline,candidate,delta
BNCI2014_001,3,teacher_student_mixture,Teacher/student,NLL,0.3495514024075278,0.3560423959187109,0.006490993511183096
BNCI2014_001,4,teacher_student_mixture,Teacher/student,NLL,0.8095640151179806,0.7940727855482113,-0.015491229569769338
BNCI2014_001,5,teacher_student_mixture,Teacher/student,NLL,1.276354302334385,1.2791948024516788,0.002840500117293754
BNCI2014_001,6,teacher_student_mixture,Teacher/student,NLL,1.138544201672521,1.1489154580988348,0.010371256426313868
BNCI2014_001,7,teacher_student_mixture,Teacher/student,NLL,0.4898047402104328,0.6846021895432196,0.1947974493327868
BNCI2014_001,8,teacher_student_mixture,Teacher/student,NLL,0.4950543717383571,0.5354868526541676,0.04043248091581053
BNCI2014_001,9,teacher_student_mixture,Teacher/student,NLL,0.5644810225988702,0.6123096327420282,0.04782861014315798
BNCI2014_004,1,seed_ensemble,Seed ensemble,Brier,0.4405528074480704,0.415516407763303,-0.025036399684767396
BNCI2014_004,2,seed_ensemble,Seed ensemble,Brier,0.4839666603419411,0.4848598906048749,0.0008932302629338085
BNCI2014_004,3,seed_ensemble,Seed ensemble,Brier,0.4999607999456595,0.4995671230297464,-0.0003936769159131326
BNCI2014_004,4,seed_ensemble,Seed ensemble,Brier,0.0548598407778559,0.0545870983764315,-0.0002727424014244001
BNCI2014_004,5,seed_ensemble,Seed ensemble,Brier,0.1436792390607257,0.1958016739746454,0.05212243491391971
BNCI2014_004,6,seed_ensemble,Seed ensemble,Brier,0.258719497759862,0.2435343099634536,-0.015185187796408428
BNCI2014_004,7,seed_ensemble,Seed ensemble,Brier,0.3045804933847743,0.3018613519238667,-0.0027191414609075704
BNCI2014_004,8,seed_ensemble,Seed ensemble,Brier,0.1432685235793181,0.1560667462377187,0.01279822265840061
BNCI2014_004,9,seed_ensemble,Seed ensemble,Brier,0.1666396788543235,0.155383316958224,-0.011256361896099493
BNCI2014_004,1,seed_ensemble,Seed ensemble,accuracy,0.703125,0.721875,0.018750000000000044
BNCI2014_004,2,seed_ensemble,Seed ensemble,accuracy,0.5857142857142857,0.5821428571428572,-0.0035714285714285587
BNCI2014_004,3,seed_ensemble,Seed ensemble,accuracy,0.534375,0.5375,0.0031249999999999334
BNCI2014_004,4,seed_ensemble,Seed ensemble,accuracy,0.96875,0.96875,0.0
BNCI2014_004,5,seed_ensemble,Seed ensemble,accuracy,0.90625,0.871875,-0.034375000000000044
BNCI2014_004,6,seed_ensemble,Seed ensemble,accuracy,0.821875,0.825,0.0031249999999999334
BNCI2014_004,7,seed_ensemble,Seed ensemble,accuracy,0.76875,0.7875,0.018749999999999933
BNCI2014_004,8,seed_ensemble,Seed ensemble,accuracy,0.890625,0.8875,-0.0031250000000000444
BNCI2014_004,9,seed_ensemble,Seed ensemble,accuracy,0.9,0.896875,-0.0031250000000000444
BNCI2014_004,1,seed_ensemble,Seed ensemble,ECE,0.1588974053742967,0.1305323102531572,-0.028365095121139494
BNCI2014_004,2,seed_ensemble,Seed ensemble,ECE,0.0943793664109938,0.1136564480750169,0.019277081664023102
BNCI2014_004,3,seed_ensemble,Seed ensemble,ECE,0.0840993916071433,0.0714835953961313,-0.012615796211011998
BNCI2014_004,4,seed_ensemble,Seed ensemble,ECE,0.0207896919964182,0.0158926089590805,-0.004897083037337699
BNCI2014_004,5,seed_ensemble,Seed ensemble,ECE,0.0312150336518278,0.0684742782168625,0.037259244565034697
BNCI2014_004,6,seed_ensemble,Seed ensemble,ECE,0.0596839024450759,0.0437168592252519,-0.015967043219824
BNCI2014_004,7,seed_ensemble,Seed ensemble,ECE,0.0597584762207843,0.0412625776563936,-0.018495898564390698
BNCI2014_004,8,seed_ensemble,Seed ensemble,ECE,0.0417456845412076,0.0326618951680484,-0.0090837893731592
BNCI2014_004,9,seed_ensemble,Seed ensemble,ECE,0.051801737534969,0.0410165622736879,-0.010785175261281102
BNCI2014_004,1,seed_ensemble,Seed ensemble,NLL,0.7300114821182986,0.6952109527193107,-0.03480052939898792
BNCI2014_004,2,seed_ensemble,Seed ensemble,NLL,0.6772952345721787,0.678317391339915,0.0010221567677363153
BNCI2014_004,3,seed_ensemble,Seed ensemble,NLL,0.6931079841022718,0.6927142898543195,-0.0003936942479523253
BNCI2014_004,4,seed_ensemble,Seed ensemble,NLL,0.0990684162447893,0.0946791366233789,-0.004389279621410405
BNCI2014_004,5,seed_ensemble,Seed ensemble,NLL,0.2513728438354918,0.3339078427946475,0.08253499895915573
BNCI2014_004,6,seed_ensemble,Seed ensemble,NLL,0.4015681095960908,0.3792926319952172,-0.022275477600873617
BNCI2014_004,7,seed_ensemble,Seed ensemble,NLL,0.4666609789723986,0.4653425672807358,-0.001318411691662802
BNCI2014_004,8,seed_ensemble,Seed ensemble,NLL,0.2363508122776131,0.2532728713380042,0.016922059060391098
BNCI2014_004,9,seed_ensemble,Seed ensemble,NLL,0.2715649805998929,0.2559489447114663,-0.015616035888426638
BNCI2014_004,1,augmentation,Augmentation,Brier,0.4405528074480704,0.4405528074480704,0.0
BNCI2014_004,2,augmentation,Augmentation,Brier,0.4839666603419411,0.4871780547141099,0.00321139437216883
BNCI2014_004,3,augmentation,Augmentation,Brier,0.4999607999456595,0.4999607999456595,0.0
BNCI2014_004,4,augmentation,Augmentation,Brier,0.0548598407778559,0.0546282140246453,-0.00023162675321059673
BNCI2014_004,5,augmentation,Augmentation,Brier,0.1436792390607257,0.2173090267127623,0.07362978765203662
BNCI2014_004,6,augmentation,Augmentation,Brier,0.258719497759862,0.2186941639895748,-0.04002533377028722
BNCI2014_004,7,augmentation,Augmentation,Brier,0.3045804933847743,0.3045804933847743,0.0
BNCI2014_004,8,augmentation,Augmentation,Brier,0.1432685235793181,0.1432685235793181,0.0
BNCI2014_004,9,augmentation,Augmentation,Brier,0.1666396788543235,0.1666396788543235,0.0
BNCI2014_004,1,augmentation,Augmentation,accuracy,0.703125,0.703125,0.0
BNCI2014_004,2,augmentation,Augmentation,accuracy,0.5857142857142857,0.5678571428571428,-0.017857142857142905
BNCI2014_004,3,augmentation,Augmentation,accuracy,0.534375,0.534375,0.0
BNCI2014_004,4,augmentation,Augmentation,accuracy,0.96875,0.9625,-0.006249999999999978
BNCI2014_004,5,augmentation,Augmentation,accuracy,0.90625,0.853125,-0.05312499999999998
BNCI2014_004,6,augmentation,Augmentation,accuracy,0.821875,0.859375,0.03749999999999998
BNCI2014_004,7,augmentation,Augmentation,accuracy,0.76875,0.76875,0.0
BNCI2014_004,8,augmentation,Augmentation,accuracy,0.890625,0.890625,0.0
BNCI2014_004,9,augmentation,Augmentation,accuracy,0.9,0.9,0.0
BNCI2014_004,1,augmentation,Augmentation,ECE,0.1588974053742967,0.1588974053742967,0.0
BNCI2014_004,2,augmentation,Augmentation,ECE,0.0943793664109938,0.1065159605346737,0.0121365941236799
BNCI2014_004,3,augmentation,Augmentation,ECE,0.0840993916071433,0.0840993916071433,0.0
BNCI2014_004,4,augmentation,Augmentation,ECE,0.0207896919964182,0.0149408084574628,-0.0058488835389554
BNCI2014_004,5,augmentation,Augmentation,ECE,0.0312150336518278,0.0647855866965161,0.0335705530446883
BNCI2014_004,6,augmentation,Augmentation,ECE,0.0596839024450759,0.0556732994880889,-0.004010602956986999
BNCI2014_004,7,augmentation,Augmentation,ECE,0.0597584762207843,0.0597584762207843,0.0
BNCI2014_004,8,augmentation,Augmentation,ECE,0.0417456845412076,0.0417456845412076,0.0
BNCI2014_004,9,augmentation,Augmentation,ECE,0.051801737534969,0.051801737534969,0.0
BNCI2014_004,1,augmentation,Augmentation,NLL,0.7300114821182986,0.7300114821182986,0.0
BNCI2014_004,2,augmentation,Augmentation,NLL,0.6772952345721787,0.6805528188323885,0.0032575842602098337
BNCI2014_004,3,augmentation,Augmentation,NLL,0.6931079841022718,0.6931079841022718,0.0
BNCI2014_004,4,augmentation,Augmentation,NLL,0.0990684162447893,0.1062071013769571,0.007138685132167796
BNCI2014_004,5,augmentation,Augmentation,NLL,0.2513728438354918,0.3802420864122338,0.12886924257674198
BNCI2014_004,6,augmentation,Augmentation,NLL,0.4015681095960908,0.3494408600899391,-0.05212724950615172
BNCI2014_004,7,augmentation,Augmentation,NLL,0.4666609789723986,0.4666609789723986,0.0
BNCI2014_004,8,augmentation,Augmentation,NLL,0.2363508122776131,0.2363508122776131,0.0
BNCI2014_004,9,augmentation,Augmentation,NLL,0.2715649805998929,0.2715649805998929,0.0
BNCI2014_004,1,teacher_student_mixture,Teacher/student,Brier,0.4405528074480704,0.4041076879459899,-0.036445119502080514
BNCI2014_004,2,teacher_student_mixture,Teacher/student,Brier,0.4839666603419411,0.4839666603419411,0.0
BNCI2014_004,3,teacher_student_mixture,Teacher/student,Brier,0.4999607999456595,0.4979475147058587,-0.0020132852398008216
BNCI2014_004,4,teacher_student_mixture,Teacher/student,Brier,0.0548598407778559,0.0605604121022637,0.005700571324407801
BNCI2014_004,5,teacher_student_mixture,Teacher/student,Brier,0.1436792390607257,0.1451056192543948,0.0014263801936691134
BNCI2014_004,6,teacher_student_mixture,Teacher/student,Brier,0.258719497759862,0.258719497759862,0.0
BNCI2014_004,7,teacher_student_mixture,Teacher/student,Brier,0.3045804933847743,0.3045804933847743,0.0
BNCI2014_004,8,teacher_student_mixture,Teacher/student,Brier,0.1432685235793181,0.1432685235793181,0.0
BNCI2014_004,9,teacher_student_mixture,Teacher/student,Brier,0.1666396788543235,0.1666396788543235,0.0
BNCI2014_004,1,teacher_student_mixture,Teacher/student,accuracy,0.703125,0.7125,0.009375000000000022
BNCI2014_004,2,teacher_student_mixture,Teacher/student,accuracy,0.5857142857142857,0.5857142857142857,0.0
BNCI2014_004,3,teacher_student_mixture,Teacher/student,accuracy,0.534375,0.525,-0.009375000000000022
BNCI2014_004,4,teacher_student_mixture,Teacher/student,accuracy,0.96875,0.95625,-0.012499999999999956
BNCI2014_004,5,teacher_student_mixture,Teacher/student,accuracy,0.90625,0.91875,0.012499999999999956
BNCI2014_004,6,teacher_student_mixture,Teacher/student,accuracy,0.821875,0.821875,0.0
BNCI2014_004,7,teacher_student_mixture,Teacher/student,accuracy,0.76875,0.76875,0.0
BNCI2014_004,8,teacher_student_mixture,Teacher/student,accuracy,0.890625,0.890625,0.0
BNCI2014_004,9,teacher_student_mixture,Teacher/student,accuracy,0.9,0.9,0.0
BNCI2014_004,1,teacher_student_mixture,Teacher/student,ECE,0.1588974053742967,0.111213050714761,-0.0476843546595357
BNCI2014_004,2,teacher_student_mixture,Teacher/student,ECE,0.0943793664109938,0.0943793664109938,0.0
BNCI2014_004,3,teacher_student_mixture,Teacher/student,ECE,0.0840993916071433,0.0673620475074044,-0.0167373440997389
BNCI2014_004,4,teacher_student_mixture,Teacher/student,ECE,0.0207896919964182,0.0109800997626481,-0.009809592233770101
BNCI2014_004,5,teacher_student_mixture,Teacher/student,ECE,0.0312150336518278,0.0637965590603681,0.0325815254085403
BNCI2014_004,6,teacher_student_mixture,Teacher/student,ECE,0.0596839024450759,0.0596839024450759,0.0
BNCI2014_004,7,teacher_student_mixture,Teacher/student,ECE,0.0597584762207843,0.0597584762207843,0.0
BNCI2014_004,8,teacher_student_mixture,Teacher/student,ECE,0.0417456845412076,0.0417456845412076,0.0
BNCI2014_004,9,teacher_student_mixture,Teacher/student,ECE,0.051801737534969,0.051801737534969,0.0
BNCI2014_004,1,teacher_student_mixture,Teacher/student,NLL,0.7300114821182986,0.6269103120458184,-0.10310117007248021
BNCI2014_004,2,teacher_student_mixture,Teacher/student,NLL,0.6772952345721787,0.6772952345721787,0.0
BNCI2014_004,3,teacher_student_mixture,Teacher/student,NLL,0.6931079841022718,0.691088525455428,-0.0020194586468438303
BNCI2014_004,4,teacher_student_mixture,Teacher/student,NLL,0.0990684162447893,0.1092081532394264,0.010139736994637091
BNCI2014_004,5,teacher_student_mixture,Teacher/student,NLL,0.2513728438354918,0.251704664157594,0.00033182032210221646
BNCI2014_004,6,teacher_student_mixture,Teacher/student,NLL,0.4015681095960908,0.4015681095960908,0.0
BNCI2014_004,7,teacher_student_mixture,Teacher/student,NLL,0.4666609789723986,0.4666609789723986,0.0
BNCI2014_004,8,teacher_student_mixture,Teacher/student,NLL,0.2363508122776131,0.2363508122776131,0.0
BNCI2014_004,9,teacher_student_mixture,Teacher/student,NLL,0.2715649805998929,0.2715649805998929,0.0
