dataset,dataset_label,subject,n_classes,experiment_key,experiment,val_accuracy,val_Brier,val_ECE,val_NLL,heldout_accuracy,heldout_Brier,heldout_ECE,heldout_NLL,chance_accuracy,chance_Brier,selection_split,eval_labels_used_for_selection,selected_method,mean_heldout_confidence,confidence_source_method,confidence_minus_accuracy,baseline_accuracy,baseline_Brier,baseline_ECE,baseline_NLL,delta_accuracy_vs_baseline,delta_Brier_vs_baseline,delta_ECE_vs_baseline,delta_NLL_vs_baseline,validation_Brier_rank,heldout_Brier_rank,heldout_minus_validation_Brier_rank
BNCI2014_001,BNCI2014_001,7,4,seed_ensemble,seed_ensemble,0.6666666666666666,0.4096557170943255,0.2483712657996333,0.6049300364149091,0.7465277777777778,0.3393878875691272,0.0859967069041992,0.5749892688530243,0.25,0.75,external_validation,False,,0.7268149323626961,seed_ensemble,-0.01971284541508167,0.8055555555555556,0.2887059934926252,0.0914203031935196,0.4898047402104328,-0.05902777777777779,0.05068189407650198,-0.005423596289320404,0.08518452864259146,5.0,3.0,-2.0
BNCI2014_001,BNCI2014_001,7,4,teacher_student_mixture,teacher_student_probability_mixing,0.7083333333333334,0.354663934080037,0.1891005813313098,0.5651465160569876,0.6423611111111112,0.4169180275411544,0.0812719198966137,0.6846021895432196,0.25,0.75,external_validation,False,,0.6720959758280391,teacher_student_mixture,0.02973486471692799,0.8055555555555556,0.2887059934926252,0.0914203031935196,0.4898047402104328,-0.16319444444444442,0.1282120340485292,-0.0101483832969059,0.1947974493327868,1.0,4.0,3.0
BNCI2014_001,BNCI2014_001,7,4,augmentation,best_light_augmentation,0.625,0.4033076411024845,0.2156206290802202,0.5986238359821948,0.8055555555555556,0.2887059934926252,0.0914203031935196,0.4898047402104328,0.25,0.75,external_validation,False,,0.7471464228746589,augmentation,-0.05840913268089665,0.8055555555555556,0.2887059934926252,0.0914203031935196,0.4898047402104328,0.0,0.0,0.0,0.0,3.0,1.0,-2.0
BNCI2014_001,BNCI2014_001,8,4,baseline,baseline_ce_cropped_shallow_convnet,0.75,0.3377042964996763,0.158430476051869,0.5983284148979812,0.8229166666666666,0.2604988545533775,0.092193472661842,0.4950543717383571,0.25,0.75,external_validation,False,,0.737967671442403,baseline,-0.08494899522426358,0.8229166666666666,0.2604988545533775,0.092193472661842,0.4950543717383571,0.0,0.0,0.0,0.0,4.0,2.0,-2.0
BNCI2014_001,BNCI2014_001,8,4,seed_ensemble,seed_ensemble,0.7291666666666666,0.3392708251922591,0.1359430223369828,0.6000386910295156,0.8194444444444444,0.2613652017787257,0.1065028823878612,0.5003895521524616,0.25,0.75,external_validation,False,,0.7283923490443182,seed_ensemble,-0.09105209540012627,0.8229166666666666,0.2604988545533775,0.092193472661842,0.4950543717383571,-0.00347222222222221,0.0008663472253481741,0.014309409726019198,0.005335180414104523,5.0,3.0,-2.0
BNCI2014_001,BNCI2014_001,8,4,teacher_student_mixture,teacher_student_probability_mixing,0.8541666666666666,0.3040007200779875,0.1994740177189016,0.5486578663871636,0.7986111111111112,0.2916043246420517,0.0782859209254777,0.5354868526541676,0.25,0.75,external_validation,False,,0.7406086058575785,teacher_student_mixture,-0.05800250525353268,0.8229166666666666,0.2604988545533775,0.092193472661842,0.4950543717383571,-0.02430555555555547,0.031105470088674203,-0.013907551736364293,0.04043248091581053,1.0,4.0,3.0
BNCI2014_001,BNCI2014_001,8,4,augmentation,best_light_augmentation,0.7708333333333334,0.31938858784601,0.1853613447564398,0.5684152982928203,0.8263888888888888,0.2482814043955397,0.0805814171787436,0.4800085514871677,0.25,0.75,external_validation,False,,0.7475411923350792,augmentation,-0.07884769655380963,0.8229166666666666,0.2604988545533775,0.092193472661842,0.4950543717383571,0.00347222222222221,-0.012217450157837817,-0.01161205548309839,-0.01504582025118939,3.0,1.0,-2.0
BNCI2014_001,BNCI2014_001,9,4,baseline,baseline_ce_cropped_shallow_convnet,0.6041666666666666,0.5132697276942464,0.182469955717941,0.9022230143238108,0.8159722222222222,0.3059176781853959,0.1440362824569283,0.5644810225988702,0.25,0.75,external_validation,False,,0.6720756462589578,baseline,-0.14389657596326444,0.8159722222222222,0.3059176781853959,0.1440362824569283,0.5644810225988702,0.0,0.0,0.0,0.0,5.0,3.0,-2.0
BNCI2014_001,BNCI2014_001,9,4,seed_ensemble,seed_ensemble,0.625,0.4863532463886845,0.2324058606777443,0.8486562454581561,0.7951388888888888,0.2938134268827215,0.1098502523564619,0.5350627459334801,0.25,0.75,external_validation,False,,0.7089879101553644,seed_ensemble,-0.0861509787335244,0.8159722222222222,0.3059176781853959,0.1440362824569283,0.5644810225988702,-0.02083333333333337,-0.012104251302674396,-0.03418603010046639,-0.029418276665390097,1.0,1.0,0.0
BNCI2014_001,BNCI2014_001,9,4,teacher_student_mixture,teacher_student_probability_mixing,0.625,0.4947052441336535,0.2509869555468935,0.8832870177000531,0.8298611111111112,0.3202941219259318,0.2190610777213358,0.6123096327420282,0.25,0.75,external_validation,False,,0.6176353423152918,teacher_student_mixture,-0.21222576879581934,0.8159722222222222,0.3059176781853959,0.1440362824569283,0.5644810225988702,0.01388888888888895,0.014376443740535927,0.0750247952644075,0.04782861014315798,3.0,4.0,1.0
