fm,reference,metric,n,mean_left,mean_right,delta,wins,p_raw,p_floor,p_bh
labram_loso,shallow_convnet_broadband_tuned,Brier,9,0.5018221839025769,0.25255367835577136,0.24926850554680563,0,0.00390625,0.00390625,0.01348458904109589
cbramod_frozen_p2,eegconformer_broadband_tuned,Brier,9,0.44761170312628373,0.2879461797698704,0.15966552335641332,1,0.0078125,0.00390625,0.0205078125
cbramod_frozen_p4,eegconformer_broadband_tuned,Brier,9,0.4457190594509923,0.2879461797698704,0.15777287968112186,1,0.0078125,0.00390625,0.0205078125
labram_frozen_p2,eegconformer_broadband_tuned,Brier,9,0.492960444083143,0.2879461797698704,0.2050142643132726,1,0.0078125,0.00390625,0.0205078125
labram_frozen_p4,baseline,Brier,9,0.4818440678216109,0.27735861568361453,0.20448545213799635,1,0.0078125,0.00390625,0.0205078125
labram_loso,atcnet_narrowband_tuned,Brier,9,0.5018221839025769,0.26898096025464435,0.23284122364793255,1,0.0078125,0.00390625,0.0205078125
labram_loso,eegconformer_broadband_tuned,Brier,9,0.5018221839025769,0.2879461797698704,0.2138760041327065,1,0.0078125,0.00390625,0.0205078125
labram_loso,eegconformer_narrowband_tuned,Brier,9,0.5018221839025769,0.27250922129061456,0.22931296261196243,1,0.0078125,0.00390625,0.0205078125
labram_loso,shallow_convnet_narrowband_tuned,Brier,9,0.5018221839025769,0.2835705096305494,0.21825167427202752,1,0.0078125,0.00390625,0.0205078125
cbramod_frozen_p4,shallow_convnet_broadband,Brier,9,0.4457190594509923,0.2503182060524931,0.1954008533984992,1,0.01171875,0.00390625,0.027859669811320754
cbramod_frozen_p4,shallow_convnet_broadband_tuned,Brier,9,0.4457190594509923,0.25255367835577136,0.19316538109522097,1,0.01171875,0.00390625,0.027859669811320754
labram_frozen_p2,eegconformer_narrowband_tuned,Brier,9,0.492960444083143,0.27250922129061456,0.2204512227925285,1,0.01171875,0.00390625,0.027859669811320754
labram_frozen_p4,atcnet_narrowband_tuned,Brier,9,0.4818440678216109,0.26898096025464435,0.21286310756696647,1,0.01171875,0.00390625,0.027859669811320754
