dataset,subject,method,method_label,target_coverage,threshold,threshold_source,threshold_selection_split,eval_labels_used_for_threshold,heldout_curve_type,val_coverage,val_selective_accuracy,val_risk,heldout_coverage,heldout_selective_accuracy,heldout_risk,heldout_n_covered,heldout_accuracy_all,mean_val_confidence,mean_heldout_confidence,source_file
BCI IV-2a,2,crop_aggregation,crop_aggregation,0.8,0.3750976864233958,validation_confidence_quantile,validation,False,validation_selected_threshold,0.7931034482758621,0.6521739130434783,0.34782608695652173,0.9409722222222222,0.5535055350553506,0.44649446494464945,271,0.5416666666666666,0.5522792149212508,0.5455079566857576,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject2_probabilities.npz
BCI IV-2a,2,crop_aggregation,crop_aggregation,0.9,0.3407302796840668,validation_confidence_quantile,validation,False,validation_selected_threshold,0.896551724137931,0.6346153846153846,0.36538461538461536,1.0,0.5416666666666666,0.4583333333333333,288,0.5416666666666666,0.5522792149212508,0.5455079566857576,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject2_probabilities.npz
BCI IV-2a,2,seed_ensemble,Seed ensemble,0.4,0.5510512225304777,validation_confidence_quantile,validation,False,validation_selected_threshold,0.39655172413793105,0.782608695652174,0.21739130434782608,0.5034722222222222,0.6896551724137931,0.3103448275862069,145,0.5520833333333334,0.5759523849710836,0.6009644593754997,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject2_probabilities.npz
BCI IV-2a,2,seed_ensemble,Seed ensemble,0.6,0.45832350850105286,validation_confidence_quantile,validation,False,validation_selected_threshold,0.5862068965517241,0.7058823529411765,0.29411764705882354,0.6493055555555556,0.6310160427807486,0.3689839572192513,187,0.5520833333333334,0.5759523849710836,0.6009644593754997,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject2_probabilities.npz
BCI IV-2a,2,seed_ensemble,Seed ensemble,0.8,0.4086540326153709,validation_confidence_quantile,validation,False,validation_selected_threshold,0.7931034482758621,0.6521739130434783,0.34782608695652173,0.7951388888888888,0.5720524017467249,0.4279475982532751,229,0.5520833333333334,0.5759523849710836,0.6009644593754997,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject2_probabilities.npz
BCI IV-2a,2,seed_ensemble,Seed ensemble,0.9,0.38460258365799826,validation_confidence_quantile,validation,False,validation_selected_threshold,0.896551724137931,0.6153846153846154,0.38461538461538464,0.8611111111111112,0.5483870967741935,0.45161290322580644,248,0.5520833333333334,0.5759523849710836,0.6009644593754997,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject2_probabilities.npz
BCI IV-2a,2,stronger_teacher,stronger_teacher,0.4,0.5941938258692547,validation_confidence_quantile,validation,False,validation_selected_threshold,0.39655172413793105,0.7391304347826086,0.2608695652173913,0.0,,,0,0.4166666666666667,0.5631498586667845,0.3187782879887533,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject2_probabilities.npz
BCI IV-2a,2,stronger_teacher,stronger_teacher,0.6,0.48388445828002374,validation_confidence_quantile,validation,False,validation_selected_threshold,0.5862068965517241,0.6470588235294118,0.35294117647058826,0.0,,,0,0.4166666666666667,0.5631498586667845,0.3187782879887533,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject2_probabilities.npz
BCI IV-2a,2,stronger_teacher,stronger_teacher,0.8,0.39759236277943577,validation_confidence_quantile,validation,False,validation_selected_threshold,0.7931034482758621,0.6086956521739131,0.391304347826087,0.05555555555555555,0.8125,0.1875,16,0.4166666666666667,0.5631498586667845,0.3187782879887533,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject2_probabilities.npz
BCI IV-2a,2,stronger_teacher,stronger_teacher,0.9,0.3652946650981903,validation_confidence_quantile,validation,False,validation_selected_threshold,0.896551724137931,0.5769230769230769,0.4230769230769231,0.17708333333333334,0.8627450980392157,0.13725490196078433,51,0.4166666666666667,0.5631498586667845,0.3187782879887533,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject2_probabilities.npz
BCI IV-2a,2,swa_ema,swa_ema,0.4,0.5376902292740189,validation_confidence_quantile,validation,False,validation_selected_threshold,0.39655172413793105,0.7391304347826086,0.2608695652173913,0.3923611111111111,0.6371681415929203,0.36283185840707965,113,0.5208333333333334,0.5515340638953148,0.5474295029453332,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject2_probabilities.npz
BCI IV-2a,2,swa_ema,swa_ema,0.6,0.442569265514964,validation_confidence_quantile,validation,False,validation_selected_threshold,0.5862068965517241,0.6470588235294118,0.35294117647058826,0.7291666666666666,0.580952380952381,0.41904761904761906,210,0.5208333333333334,0.5515340638953148,0.5474295029453332,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject2_probabilities.npz
BCI IV-2a,2,swa_ema,swa_ema,0.8,0.3751107454299927,validation_confidence_quantile,validation,False,validation_selected_threshold,0.7931034482758621,0.6304347826086957,0.3695652173913043,0.9479166666666666,0.5238095238095238,0.47619047619047616,273,0.5208333333333334,0.5515340638953148,0.5474295029453332,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject2_probabilities.npz
BCI IV-2a,2,swa_ema,swa_ema,0.9,0.35199824754144843,validation_confidence_quantile,validation,False,validation_selected_threshold,0.896551724137931,0.6346153846153846,0.36538461538461536,0.9791666666666666,0.524822695035461,0.475177304964539,282,0.5208333333333334,0.5515340638953148,0.5474295029453332,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject2_probabilities.npz
BCI IV-2a,2,teacher_student_mixture,Teacher/student,0.4,0.4747299779246751,validation_confidence_quantile,validation,False,validation_selected_threshold,0.39655172413793105,0.8695652173913043,0.13043478260869565,0.18055555555555555,0.8269230769230769,0.17307692307692307,52,0.5555555555555556,0.5251706889060397,0.4087998698212009,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject2_probabilities.npz
BCI IV-2a,2,teacher_student_mixture,Teacher/student,0.6,0.43171459436416626,validation_confidence_quantile,validation,False,validation_selected_threshold,0.5862068965517241,0.7352941176470589,0.2647058823529412,0.2777777777777778,0.775,0.225,80,0.5555555555555556,0.5251706889060397,0.4087998698212009,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject2_probabilities.npz
BCI IV-2a,2,teacher_student_mixture,Teacher/student,0.8,0.3914033741399394,validation_confidence_quantile,validation,False,validation_selected_threshold,0.7931034482758621,0.6521739130434783,0.34782608695652173,0.4375,0.7063492063492064,0.29365079365079366,126,0.5555555555555556,0.5251706889060397,0.4087998698212009,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject2_probabilities.npz
BCI IV-2a,2,teacher_student_mixture,Teacher/student,0.9,0.36578838927184376,validation_confidence_quantile,validation,False,validation_selected_threshold,0.896551724137931,0.6346153846153846,0.36538461538461536,0.6006944444444444,0.6705202312138728,0.32947976878612717,173,0.5555555555555556,0.5251706889060397,0.4087998698212009,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject2_probabilities.npz
BCI IV-2a,2,validation_selected_portfolio,Portfolio,0.4,0.5880620391955668,validation_confidence_quantile,validation,False,validation_selected_threshold,0.39655172413793105,0.7391304347826086,0.2608695652173913,0.5555555555555556,0.6125,0.3875,160,0.5347222222222222,0.597801479225321,0.6445630632203438,results/paper_calibration_stats/validation_selected_portfolio/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject2_probabilities.npz
BCI IV-2a,2,validation_selected_portfolio,Portfolio,0.6,0.5218356108954911,validation_confidence_quantile,validation,False,validation_selected_threshold,0.5862068965517241,0.7352941176470589,0.2647058823529412,0.7083333333333334,0.5735294117647058,0.4264705882352941,204,0.5347222222222222,0.597801479225321,0.6445630632203438,results/paper_calibration_stats/validation_selected_portfolio/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject2_probabilities.npz
BCI IV-2a,2,validation_selected_portfolio,Portfolio,0.8,0.43799638748168945,validation_confidence_quantile,validation,False,validation_selected_threshold,0.7931034482758621,0.717391304347826,0.2826086956521739,0.8819444444444444,0.5354330708661418,0.4645669291338583,254,0.5347222222222222,0.597801479225321,0.6445630632203438,results/paper_calibration_stats/validation_selected_portfolio/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject2_probabilities.npz
BCI IV-2a,2,validation_selected_portfolio,Portfolio,0.9,0.3791341781616211,validation_confidence_quantile,validation,False,validation_selected_threshold,0.896551724137931,0.7115384615384616,0.28846153846153844,0.9618055555555556,0.5270758122743683,0.4729241877256318,277,0.5347222222222222,0.597801479225321,0.6445630632203438,results/paper_calibration_stats/validation_selected_portfolio/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject2_probabilities.npz
BCI IV-2a,3,architecture,architecture,0.4,0.9949672928221864,validation_confidence_quantile,validation,False,validation_selected_threshold,0.39655172413793105,1.0,0.0,0.4444444444444444,1.0,0.0,128,0.9305555555555556,0.931537658108268,0.9311814667901943,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject3_probabilities.npz
BCI IV-2a,3,architecture,architecture,0.6,0.979609562841028,validation_confidence_quantile,validation,False,validation_selected_threshold,0.5862068965517241,1.0,0.0,0.59375,1.0,0.0,171,0.9305555555555556,0.931537658108268,0.9311814667901943,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject3_probabilities.npz
BCI IV-2a,3,architecture,architecture,0.8,0.9392008813140944,validation_confidence_quantile,validation,False,validation_selected_threshold,0.7931034482758621,1.0,0.0,0.7430555555555556,0.9766355140186916,0.02336448598130841,214,0.9305555555555556,0.931537658108268,0.9311814667901943,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject3_probabilities.npz
BCI IV-2a,3,architecture,architecture,0.9,0.7485181392554163,validation_confidence_quantile,validation,False,validation_selected_threshold,0.896551724137931,0.9615384615384616,0.038461538461538464,0.8993055555555556,0.9575289575289575,0.04247104247104247,259,0.9305555555555556,0.931537658108268,0.9311814667901943,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject3_probabilities.npz
BCI IV-2a,3,augmentation,Augmentation,0.4,0.9925518536829471,validation_confidence_quantile,validation,False,validation_selected_threshold,0.39655172413793105,1.0,0.0,0.4965277777777778,1.0,0.0,143,0.9201388888888888,0.9189456707097876,0.92876197566757,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject3_probabilities.npz
BCI IV-2a,3,augmentation,Augmentation,0.6,0.9718209749452457,validation_confidence_quantile,validation,False,validation_selected_threshold,0.5862068965517241,1.0,0.0,0.6388888888888888,1.0,0.0,184,0.9201388888888888,0.9189456707097876,0.92876197566757,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject3_probabilities.npz
BCI IV-2a,3,augmentation,Augmentation,0.8,0.879597760151385,validation_confidence_quantile,validation,False,validation_selected_threshold,0.7931034482758621,1.0,0.0,0.7847222222222222,0.9690265486725663,0.030973451327433628,226,0.9201388888888888,0.9189456707097876,0.92876197566757,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject3_probabilities.npz
BCI IV-2a,3,augmentation,Augmentation,0.9,0.7892402460122218,validation_confidence_quantile,validation,False,validation_selected_threshold,0.896551724137931,0.9615384615384616,0.038461538461538464,0.8784722222222222,0.9604743083003953,0.039525691699604744,253,0.9201388888888888,0.9189456707097876,0.92876197566757,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject3_probabilities.npz
BCI IV-2a,3,baseline,Baseline,0.4,0.9925518536829471,validation_confidence_quantile,validation,False,validation_selected_threshold,0.39655172413793105,1.0,0.0,0.4965277777777778,1.0,0.0,143,0.9201388888888888,0.9189456707097876,0.92876197566757,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject3_probabilities.npz
BCI IV-2a,3,baseline,Baseline,0.6,0.9718209749452457,validation_confidence_quantile,validation,False,validation_selected_threshold,0.5862068965517241,1.0,0.0,0.6388888888888888,1.0,0.0,184,0.9201388888888888,0.9189456707097876,0.92876197566757,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject3_probabilities.npz
BCI IV-2a,3,baseline,Baseline,0.8,0.879597760151385,validation_confidence_quantile,validation,False,validation_selected_threshold,0.7931034482758621,1.0,0.0,0.7847222222222222,0.9690265486725663,0.030973451327433628,226,0.9201388888888888,0.9189456707097876,0.92876197566757,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject3_probabilities.npz
BCI IV-2a,3,baseline,Baseline,0.9,0.7892402460122218,validation_confidence_quantile,validation,False,validation_selected_threshold,0.896551724137931,0.9615384615384616,0.038461538461538464,0.8784722222222222,0.9604743083003953,0.039525691699604744,253,0.9201388888888888,0.9189456707097876,0.92876197566757,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject3_probabilities.npz
BCI IV-2a,3,brier_loss,brier_loss,0.4,0.9931373571191471,validation_confidence_quantile,validation,False,validation_selected_threshold,0.39655172413793105,1.0,0.0,0.4826388888888889,1.0,0.0,139,0.9201388888888888,0.9191246806629156,0.9285370800110715,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject3_probabilities.npz
BCI IV-2a,3,brier_loss,brier_loss,0.6,0.9719463982600715,validation_confidence_quantile,validation,False,validation_selected_threshold,0.5862068965517241,1.0,0.0,0.6458333333333334,1.0,0.0,186,0.9201388888888888,0.9191246806629156,0.9285370800110715,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject3_probabilities.npz
BCI IV-2a,3,brier_loss,brier_loss,0.8,0.8769434274106802,validation_confidence_quantile,validation,False,validation_selected_threshold,0.7931034482758621,1.0,0.0,0.7881944444444444,0.9691629955947136,0.030837004405286344,227,0.9201388888888888,0.9191246806629156,0.9285370800110715,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject3_probabilities.npz
BCI IV-2a,3,brier_loss,brier_loss,0.9,0.7809036506819461,validation_confidence_quantile,validation,False,validation_selected_threshold,0.896551724137931,0.9615384615384616,0.038461538461538464,0.8854166666666666,0.9568627450980393,0.043137254901960784,255,0.9201388888888888,0.9191246806629156,0.9285370800110715,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject3_probabilities.npz
BCI IV-2a,3,calibration_checkpoint,calibration_checkpoint,0.4,0.9929364384880326,validation_confidence_quantile,validation,False,validation_selected_threshold,0.39655172413793105,1.0,0.0,0.4409722222222222,1.0,0.0,127,0.9097222222222222,0.9153965733244248,0.9150297358012226,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject3_probabilities.npz
BCI IV-2a,3,calibration_checkpoint,calibration_checkpoint,0.6,0.9577467218844793,validation_confidence_quantile,validation,False,validation_selected_threshold,0.5862068965517241,1.0,0.0,0.6493055555555556,0.9786096256684492,0.0213903743315508,187,0.9097222222222222,0.9153965733244248,0.9150297358012226,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject3_probabilities.npz
BCI IV-2a,3,calibration_checkpoint,calibration_checkpoint,0.8,0.8809690930597814,validation_confidence_quantile,validation,False,validation_selected_threshold,0.7931034482758621,1.0,0.0,0.78125,0.9688888888888889,0.03111111111111111,225,0.9097222222222222,0.9153965733244248,0.9150297358012226,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject3_probabilities.npz
BCI IV-2a,3,calibration_checkpoint,calibration_checkpoint,0.9,0.7323412078610253,validation_confidence_quantile,validation,False,validation_selected_threshold,0.896551724137931,0.9423076923076923,0.057692307692307696,0.8645833333333334,0.9598393574297188,0.040160642570281124,249,0.9097222222222222,0.9153965733244248,0.9150297358012226,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject3_probabilities.npz
BCI IV-2a,3,calibration_grid,calibration_grid,0.4,0.9717090608711604,validation_confidence_quantile,validation,False,validation_selected_threshold,0.39655172413793105,1.0,0.0,0.46875,0.9851851851851852,0.014814814814814815,135,0.9027777777777778,0.8946349761855985,0.8841842726147937,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject3_probabilities.npz
BCI IV-2a,3,calibration_grid,calibration_grid,0.6,0.9343922853915896,validation_confidence_quantile,validation,False,validation_selected_threshold,0.5862068965517241,1.0,0.0,0.6076388888888888,0.9828571428571429,0.017142857142857144,175,0.9027777777777778,0.8946349761855985,0.8841842726147937,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject3_probabilities.npz
BCI IV-2a,3,calibration_grid,calibration_grid,0.8,0.8059344965020258,validation_confidence_quantile,validation,False,validation_selected_threshold,0.7931034482758621,1.0,0.0,0.7569444444444444,0.9770642201834863,0.022935779816513763,218,0.9027777777777778,0.8946349761855985,0.8841842726147937,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject3_probabilities.npz
BCI IV-2a,3,calibration_grid,calibration_grid,0.9,0.7251813305340652,validation_confidence_quantile,validation,False,validation_selected_threshold,0.896551724137931,1.0,0.0,0.8159722222222222,0.9659574468085106,0.03404255319148936,235,0.9027777777777778,0.8946349761855985,0.8841842726147937,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject3_probabilities.npz
BCI IV-2a,3,crop_aggregation,crop_aggregation,0.4,0.989863802078708,validation_confidence_quantile,validation,False,validation_selected_threshold,0.39655172413793105,1.0,0.0,0.5069444444444444,1.0,0.0,146,0.9201388888888888,0.9199457758109593,0.9288815549790436,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject3_probabilities.npz
BCI IV-2a,3,crop_aggregation,crop_aggregation,0.6,0.9738116853646389,validation_confidence_quantile,validation,False,validation_selected_threshold,0.5862068965517241,1.0,0.0,0.6145833333333334,0.9943502824858758,0.005649717514124294,177,0.9201388888888888,0.9199457758109593,0.9288815549790436,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject3_probabilities.npz
BCI IV-2a,3,crop_aggregation,crop_aggregation,0.8,0.8816073454766782,validation_confidence_quantile,validation,False,validation_selected_threshold,0.7931034482758621,1.0,0.0,0.7951388888888888,0.9650655021834061,0.034934497816593885,229,0.9201388888888888,0.9199457758109593,0.9288815549790436,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject3_probabilities.npz
BCI IV-2a,3,crop_aggregation,crop_aggregation,0.9,0.7544186051151996,validation_confidence_quantile,validation,False,validation_selected_threshold,0.896551724137931,0.9615384615384616,0.038461538461538464,0.8888888888888888,0.95703125,0.04296875,256,0.9201388888888888,0.9199457758109593,0.9288815549790436,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject3_probabilities.npz
BCI IV-2a,3,seed_ensemble,Seed ensemble,0.4,0.9922372104420678,validation_confidence_quantile,validation,False,validation_selected_threshold,0.39655172413793105,1.0,0.0,0.4861111111111111,1.0,0.0,140,0.9409722222222222,0.9164426018249489,0.931866334325278,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject3_probabilities.npz
BCI IV-2a,3,seed_ensemble,Seed ensemble,0.6,0.9727112246010436,validation_confidence_quantile,validation,False,validation_selected_threshold,0.5862068965517241,1.0,0.0,0.6423611111111112,1.0,0.0,185,0.9409722222222222,0.9164426018249489,0.931866334325278,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject3_probabilities.npz
BCI IV-2a,3,seed_ensemble,Seed ensemble,0.8,0.8995776486600868,validation_confidence_quantile,validation,False,validation_selected_threshold,0.7931034482758621,1.0,0.0,0.78125,0.9866666666666667,0.013333333333333334,225,0.9409722222222222,0.9164426018249489,0.931866334325278,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject3_probabilities.npz
BCI IV-2a,3,seed_ensemble,Seed ensemble,0.9,0.6669235726178993,validation_confidence_quantile,validation,False,validation_selected_threshold,0.896551724137931,0.9615384615384616,0.038461538461538464,0.9375,0.9629629629629629,0.037037037037037035,270,0.9409722222222222,0.9164426018249489,0.931866334325278,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject3_probabilities.npz
BCI IV-2a,3,stronger_teacher,stronger_teacher,0.4,0.9442603208063116,validation_confidence_quantile,validation,False,validation_selected_threshold,0.39655172413793105,0.9565217391304348,0.043478260869565216,0.0,,,0,0.3784722222222222,0.8514777226860427,0.6124182219870247,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject3_probabilities.npz
BCI IV-2a,3,stronger_teacher,stronger_teacher,0.6,0.8499140246295206,validation_confidence_quantile,validation,False,validation_selected_threshold,0.5862068965517241,0.9705882352941176,0.029411764705882353,0.09375,0.9629629629629629,0.037037037037037035,27,0.3784722222222222,0.8514777226860427,0.6124182219870247,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject3_probabilities.npz
BCI IV-2a,3,stronger_teacher,stronger_teacher,0.8,0.7907661809712424,validation_confidence_quantile,validation,False,validation_selected_threshold,0.7931034482758621,0.9347826086956522,0.06521739130434782,0.1840277777777778,0.7547169811320755,0.24528301886792453,53,0.3784722222222222,0.8514777226860427,0.6124182219870247,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject3_probabilities.npz
BCI IV-2a,3,stronger_teacher,stronger_teacher,0.9,0.6234313979176079,validation_confidence_quantile,validation,False,validation_selected_threshold,0.896551724137931,0.9423076923076923,0.057692307692307696,0.4618055555555556,0.48872180451127817,0.5112781954887218,133,0.3784722222222222,0.8514777226860427,0.6124182219870247,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject3_probabilities.npz
BCI IV-2a,3,swa_ema,swa_ema,0.4,0.9915801250335325,validation_confidence_quantile,validation,False,validation_selected_threshold,0.39655172413793105,1.0,0.0,0.4791666666666667,1.0,0.0,138,0.9131944444444444,0.9147215288199878,0.9150522681795403,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject3_probabilities.npz
BCI IV-2a,3,swa_ema,swa_ema,0.6,0.96696750750707,validation_confidence_quantile,validation,False,validation_selected_threshold,0.5862068965517241,1.0,0.0,0.6284722222222222,0.994475138121547,0.0055248618784530384,181,0.9131944444444444,0.9147215288199878,0.9150522681795403,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject3_probabilities.npz
BCI IV-2a,3,swa_ema,swa_ema,0.8,0.8608780693564592,validation_confidence_quantile,validation,False,validation_selected_threshold,0.7931034482758621,1.0,0.0,0.7777777777777778,0.9732142857142857,0.026785714285714284,224,0.9131944444444444,0.9147215288199878,0.9150522681795403,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject3_probabilities.npz
BCI IV-2a,3,swa_ema,swa_ema,0.9,0.706141775147183,validation_confidence_quantile,validation,False,validation_selected_threshold,0.896551724137931,0.9423076923076923,0.057692307692307696,0.8888888888888888,0.9609375,0.0390625,256,0.9131944444444444,0.9147215288199878,0.9150522681795403,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject3_probabilities.npz
BCI IV-2a,3,teacher_student_mixture,Teacher/student,0.4,0.971079104542431,validation_confidence_quantile,validation,False,validation_selected_threshold,0.39655172413793105,1.0,0.0,0.034722222222222224,1.0,0.0,10,0.9305555555555556,0.8983675265642354,0.8127368128564187,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject3_probabilities.npz
BCI IV-2a,3,teacher_student_mixture,Teacher/student,0.6,0.953447337645604,validation_confidence_quantile,validation,False,validation_selected_threshold,0.5862068965517241,1.0,0.0,0.0763888888888889,1.0,0.0,22,0.9305555555555556,0.8983675265642354,0.8127368128564187,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject3_probabilities.npz
BCI IV-2a,3,teacher_student_mixture,Teacher/student,0.8,0.8405969566729543,validation_confidence_quantile,validation,False,validation_selected_threshold,0.7931034482758621,0.9782608695652174,0.021739130434782608,0.3958333333333333,0.9824561403508771,0.017543859649122806,114,0.9305555555555556,0.8983675265642354,0.8127368128564187,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject3_probabilities.npz
BCI IV-2a,3,teacher_student_mixture,Teacher/student,0.9,0.6895882034949363,validation_confidence_quantile,validation,False,validation_selected_threshold,0.896551724137931,0.9615384615384616,0.038461538461538464,0.8923611111111112,0.9610894941634242,0.038910505836575876,257,0.9305555555555556,0.8983675265642354,0.8127368128564187,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject3_probabilities.npz
BCI IV-2a,3,validation_selected_portfolio,Portfolio,0.4,0.971079104542431,validation_confidence_quantile,validation,False,validation_selected_threshold,0.39655172413793105,1.0,0.0,0.034722222222222224,1.0,0.0,10,0.9305555555555556,0.8983675265642354,0.8127368128564187,results/paper_calibration_stats/validation_selected_portfolio/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject3_probabilities.npz
BCI IV-2a,3,validation_selected_portfolio,Portfolio,0.6,0.953447337645604,validation_confidence_quantile,validation,False,validation_selected_threshold,0.5862068965517241,1.0,0.0,0.0763888888888889,1.0,0.0,22,0.9305555555555556,0.8983675265642354,0.8127368128564187,results/paper_calibration_stats/validation_selected_portfolio/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject3_probabilities.npz
BCI IV-2a,3,validation_selected_portfolio,Portfolio,0.8,0.8405969566729543,validation_confidence_quantile,validation,False,validation_selected_threshold,0.7931034482758621,0.9782608695652174,0.021739130434782608,0.3958333333333333,0.9824561403508771,0.017543859649122806,114,0.9305555555555556,0.8983675265642354,0.8127368128564187,results/paper_calibration_stats/validation_selected_portfolio/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject3_probabilities.npz
BCI IV-2a,3,validation_selected_portfolio,Portfolio,0.9,0.6895882034949363,validation_confidence_quantile,validation,False,validation_selected_threshold,0.896551724137931,0.9615384615384616,0.038461538461538464,0.8923611111111112,0.9610894941634242,0.038910505836575876,257,0.9305555555555556,0.8983675265642354,0.8127368128564187,results/paper_calibration_stats/validation_selected_portfolio/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject3_probabilities.npz
BCI IV-2a,4,architecture,architecture,0.4,0.7654154571572201,validation_confidence_quantile,validation,False,validation_selected_threshold,0.39655172413793105,0.8695652173913043,0.13043478260869565,0.3194444444444444,0.8804347826086957,0.11956521739130435,92,0.6597222222222222,0.6874268074600492,0.6627193535959062,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject4_probabilities.npz
BCI IV-2a,4,architecture,architecture,0.6,0.6517780508146553,validation_confidence_quantile,validation,False,validation_selected_threshold,0.5862068965517241,0.7647058823529411,0.23529411764705882,0.4965277777777778,0.7692307692307693,0.23076923076923078,143,0.6597222222222222,0.6874268074600492,0.6627193535959062,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject4_probabilities.npz
BCI IV-2a,4,architecture,architecture,0.8,0.4962476156931548,validation_confidence_quantile,validation,False,validation_selected_threshold,0.7931034482758621,0.717391304347826,0.2826086956521739,0.7951388888888888,0.7248908296943232,0.27510917030567683,229,0.6597222222222222,0.6874268074600492,0.6627193535959062,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject4_probabilities.npz
BCI IV-2a,4,architecture,architecture,0.9,0.42100924253463745,validation_confidence_quantile,validation,False,validation_selected_threshold,0.896551724137931,0.6730769230769231,0.3269230769230769,0.9027777777777778,0.6961538461538461,0.3038461538461538,260,0.6597222222222222,0.6874268074600492,0.6627193535959062,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject4_probabilities.npz
BCI IV-2a,4,augmentation,Augmentation,0.4,0.691924558901491,validation_confidence_quantile,validation,False,validation_selected_threshold,0.39655172413793105,0.8260869565217391,0.17391304347826086,0.4895833333333333,0.8936170212765957,0.10638297872340426,141,0.7152777777777778,0.6517091894202369,0.6933463514980538,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject4_probabilities.npz
