dataset,subject,method,method_label,target_coverage,threshold,threshold_source,threshold_selection_split,eval_labels_used_for_threshold,heldout_curve_type,val_coverage,val_selective_accuracy,val_risk,heldout_coverage,heldout_selective_accuracy,heldout_risk,heldout_n_covered,heldout_accuracy_all,mean_val_confidence,mean_heldout_confidence,source_file
BCI IV-2a,8,seed_ensemble,Seed ensemble,0.4,0.9925525025270153,validation_confidence_quantile,validation,False,validation_selected_threshold,0.39655172413793105,1.0,0.0,0.2152777777777778,1.0,0.0,62,0.8090277777777778,0.9074371678639224,0.8677288441647285,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject8_probabilities.npz
BCI IV-2a,8,seed_ensemble,Seed ensemble,0.6,0.9684206838091519,validation_confidence_quantile,validation,False,validation_selected_threshold,0.5862068965517241,0.9705882352941176,0.029411764705882353,0.3680555555555556,0.9528301886792453,0.04716981132075472,106,0.8090277777777778,0.9074371678639224,0.8677288441647285,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject8_probabilities.npz
BCI IV-2a,8,seed_ensemble,Seed ensemble,0.8,0.8349152998483116,validation_confidence_quantile,validation,False,validation_selected_threshold,0.7931034482758621,0.9782608695652174,0.021739130434782608,0.6805555555555556,0.8877551020408163,0.11224489795918367,196,0.8090277777777778,0.9074371678639224,0.8677288441647285,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject8_probabilities.npz
BCI IV-2a,8,seed_ensemble,Seed ensemble,0.9,0.6900278603786465,validation_confidence_quantile,validation,False,validation_selected_threshold,0.896551724137931,0.9423076923076923,0.057692307692307696,0.8541666666666666,0.8536585365853658,0.14634146341463414,246,0.8090277777777778,0.9074371678639224,0.8677288441647285,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject8_probabilities.npz
BCI IV-2a,8,stronger_teacher,stronger_teacher,0.4,0.992596232177962,validation_confidence_quantile,validation,False,validation_selected_threshold,0.39655172413793105,1.0,0.0,0.3368055555555556,0.7422680412371134,0.25773195876288657,97,0.5798611111111112,0.8955124386645297,0.8809906179806604,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject8_probabilities.npz
BCI IV-2a,8,stronger_teacher,stronger_teacher,0.6,0.9527867506981195,validation_confidence_quantile,validation,False,validation_selected_threshold,0.5862068965517241,0.9705882352941176,0.029411764705882353,0.5381944444444444,0.6903225806451613,0.3096774193548387,155,0.5798611111111112,0.8955124386645297,0.8809906179806604,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject8_probabilities.npz
BCI IV-2a,8,stronger_teacher,stronger_teacher,0.8,0.8169989635334287,validation_confidence_quantile,validation,False,validation_selected_threshold,0.7931034482758621,0.9347826086956522,0.06521739130434782,0.7465277777777778,0.6511627906976745,0.3488372093023256,215,0.5798611111111112,0.8955124386645297,0.8809906179806604,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject8_probabilities.npz
BCI IV-2a,8,stronger_teacher,stronger_teacher,0.9,0.7001041057385868,validation_confidence_quantile,validation,False,validation_selected_threshold,0.896551724137931,0.9230769230769231,0.07692307692307693,0.8402777777777778,0.6198347107438017,0.38016528925619836,242,0.5798611111111112,0.8955124386645297,0.8809906179806604,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject8_probabilities.npz
BCI IV-2a,8,swa_ema,swa_ema,0.4,0.9835784172629589,validation_confidence_quantile,validation,False,validation_selected_threshold,0.39655172413793105,1.0,0.0,0.22569444444444445,0.9692307692307692,0.03076923076923077,65,0.8159722222222222,0.8859022894173134,0.8438285388154728,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject8_probabilities.npz
BCI IV-2a,8,swa_ema,swa_ema,0.6,0.956097518808495,validation_confidence_quantile,validation,False,validation_selected_threshold,0.5862068965517241,0.9705882352941176,0.029411764705882353,0.34375,0.9595959595959596,0.04040404040404041,99,0.8159722222222222,0.8859022894173134,0.8438285388154728,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject8_probabilities.npz
BCI IV-2a,8,swa_ema,swa_ema,0.8,0.7882528992864873,validation_confidence_quantile,validation,False,validation_selected_threshold,0.7931034482758621,0.9565217391304348,0.043478260869565216,0.7048611111111112,0.896551724137931,0.10344827586206896,203,0.8159722222222222,0.8859022894173134,0.8438285388154728,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject8_probabilities.npz
BCI IV-2a,8,swa_ema,swa_ema,0.9,0.6008321270656634,validation_confidence_quantile,validation,False,validation_selected_threshold,0.896551724137931,0.9038461538461539,0.09615384615384616,0.8854166666666666,0.8352941176470589,0.16470588235294117,255,0.8159722222222222,0.8859022894173134,0.8438285388154728,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject8_probabilities.npz
BCI IV-2a,8,teacher_student_mixture,Teacher/student,0.4,0.978728754859467,validation_confidence_quantile,validation,False,validation_selected_threshold,0.39655172413793105,1.0,0.0,0.10416666666666667,1.0,0.0,30,0.8020833333333334,0.8535610712652104,0.7453656875666458,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject8_probabilities.npz
BCI IV-2a,8,teacher_student_mixture,Teacher/student,0.6,0.8994421437220174,validation_confidence_quantile,validation,False,validation_selected_threshold,0.5862068965517241,0.9705882352941176,0.029411764705882353,0.3159722222222222,0.967032967032967,0.03296703296703297,91,0.8020833333333334,0.8535610712652104,0.7453656875666458,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject8_probabilities.npz
BCI IV-2a,8,teacher_student_mixture,Teacher/student,0.8,0.6937308159631917,validation_confidence_quantile,validation,False,validation_selected_threshold,0.7931034482758621,0.9782608695652174,0.021739130434782608,0.5451388888888888,0.9044585987261147,0.09554140127388536,157,0.8020833333333334,0.8535610712652104,0.7453656875666458,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject8_probabilities.npz
BCI IV-2a,8,teacher_student_mixture,Teacher/student,0.9,0.5883861678448336,validation_confidence_quantile,validation,False,validation_selected_threshold,0.896551724137931,0.9807692307692307,0.019230769230769232,0.7222222222222222,0.8846153846153846,0.11538461538461539,208,0.8020833333333334,0.8535610712652104,0.7453656875666458,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject8_probabilities.npz
BCI IV-2a,8,validation_selected_portfolio,Portfolio,0.4,0.978728754859467,validation_confidence_quantile,validation,False,validation_selected_threshold,0.39655172413793105,1.0,0.0,0.10416666666666667,1.0,0.0,30,0.8020833333333334,0.8535610712652104,0.7453656875666458,results/paper_calibration_stats/validation_selected_portfolio/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject8_probabilities.npz
BCI IV-2a,8,validation_selected_portfolio,Portfolio,0.6,0.8994421437220174,validation_confidence_quantile,validation,False,validation_selected_threshold,0.5862068965517241,0.9705882352941176,0.029411764705882353,0.3159722222222222,0.967032967032967,0.03296703296703297,91,0.8020833333333334,0.8535610712652104,0.7453656875666458,results/paper_calibration_stats/validation_selected_portfolio/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject8_probabilities.npz
BCI IV-2a,8,validation_selected_portfolio,Portfolio,0.8,0.6937308159631917,validation_confidence_quantile,validation,False,validation_selected_threshold,0.7931034482758621,0.9782608695652174,0.021739130434782608,0.5451388888888888,0.9044585987261147,0.09554140127388536,157,0.8020833333333334,0.8535610712652104,0.7453656875666458,results/paper_calibration_stats/validation_selected_portfolio/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject8_probabilities.npz
BCI IV-2a,8,validation_selected_portfolio,Portfolio,0.9,0.5883861678448336,validation_confidence_quantile,validation,False,validation_selected_threshold,0.896551724137931,0.9807692307692307,0.019230769230769232,0.7222222222222222,0.8846153846153846,0.11538461538461539,208,0.8020833333333334,0.8535610712652104,0.7453656875666458,results/paper_calibration_stats/validation_selected_portfolio/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject8_probabilities.npz
BCI IV-2a,9,architecture,architecture,0.4,0.7670985363835188,validation_confidence_quantile,validation,False,validation_selected_threshold,0.39285714285714285,0.8636363636363636,0.13636363636363635,0.5568181818181818,0.8639455782312925,0.1360544217687075,147,0.7537878787878788,0.6876716959456675,0.7752576435735531,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject9_probabilities.npz
BCI IV-2a,9,architecture,architecture,0.6,0.6056378958549213,validation_confidence_quantile,validation,False,validation_selected_threshold,0.5892857142857143,0.8181818181818182,0.18181818181818182,0.803030303030303,0.7971698113207547,0.2028301886792453,212,0.7537878787878788,0.6876716959456675,0.7752576435735531,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject9_probabilities.npz
BCI IV-2a,9,architecture,architecture,0.8,0.5253288863300283,validation_confidence_quantile,validation,False,validation_selected_threshold,0.7857142857142857,0.75,0.25,0.9090909090909091,0.775,0.225,240,0.7537878787878788,0.6876716959456675,0.7752576435735531,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject9_probabilities.npz
BCI IV-2a,9,architecture,architecture,0.9,0.44639565542946036,validation_confidence_quantile,validation,False,validation_selected_threshold,0.8928571428571429,0.72,0.28,0.9583333333333334,0.758893280632411,0.24110671936758893,253,0.7537878787878788,0.6876716959456675,0.7752576435735531,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject9_probabilities.npz
BCI IV-2a,9,augmentation,Augmentation,0.4,0.6963576723101387,validation_confidence_quantile,validation,False,validation_selected_threshold,0.39285714285714285,0.7727272727272727,0.22727272727272727,0.6553030303030303,0.9132947976878613,0.08670520231213873,173,0.7954545454545454,0.6440860577817696,0.7583863005833245,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject9_probabilities.npz
BCI IV-2a,9,augmentation,Augmentation,0.6,0.575969406604311,validation_confidence_quantile,validation,False,validation_selected_threshold,0.5892857142857143,0.7272727272727273,0.2727272727272727,0.8295454545454546,0.8584474885844748,0.1415525114155251,219,0.7954545454545454,0.6440860577817696,0.7583863005833245,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject9_probabilities.npz
BCI IV-2a,9,augmentation,Augmentation,0.8,0.46444380110336914,validation_confidence_quantile,validation,False,validation_selected_threshold,0.7857142857142857,0.7272727272727273,0.2727272727272727,0.9431818181818182,0.8152610441767069,0.18473895582329317,249,0.7954545454545454,0.6440860577817696,0.7583863005833245,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject9_probabilities.npz
BCI IV-2a,9,augmentation,Augmentation,0.9,0.4187903090611461,validation_confidence_quantile,validation,False,validation_selected_threshold,0.8928571428571429,0.7,0.3,0.9659090909090909,0.8156862745098039,0.1843137254901961,255,0.7954545454545454,0.6440860577817696,0.7583863005833245,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject9_probabilities.npz
BCI IV-2a,9,baseline,Baseline,0.4,0.7169027474543523,validation_confidence_quantile,validation,False,validation_selected_threshold,0.39285714285714285,0.8181818181818182,0.18181818181818182,0.553030303030303,0.910958904109589,0.08904109589041095,146,0.7689393939393939,0.64224488904666,0.7382508209488353,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject9_probabilities.npz
BCI IV-2a,9,baseline,Baseline,0.6,0.5592529594020665,validation_confidence_quantile,validation,False,validation_selected_threshold,0.5892857142857143,0.7575757575757576,0.24242424242424243,0.8068181818181818,0.8403755868544601,0.1596244131455399,213,0.7689393939393939,0.64224488904666,0.7382508209488353,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject9_probabilities.npz
BCI IV-2a,9,baseline,Baseline,0.8,0.4701808092788883,validation_confidence_quantile,validation,False,validation_selected_threshold,0.7857142857142857,0.6818181818181818,0.3181818181818182,0.9166666666666666,0.8099173553719008,0.19008264462809918,242,0.7689393939393939,0.64224488904666,0.7382508209488353,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject9_probabilities.npz
BCI IV-2a,9,baseline,Baseline,0.9,0.41309544367139145,validation_confidence_quantile,validation,False,validation_selected_threshold,0.8928571428571429,0.66,0.34,0.9734848484848485,0.7782101167315175,0.22178988326848248,257,0.7689393939393939,0.64224488904666,0.7382508209488353,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject9_probabilities.npz
BCI IV-2a,9,brier_loss,brier_loss,0.4,0.719303386018468,validation_confidence_quantile,validation,False,validation_selected_threshold,0.39285714285714285,0.8181818181818182,0.18181818181818182,0.5568181818181818,0.9115646258503401,0.08843537414965986,147,0.7803030303030303,0.6438862453594678,0.7391393011487397,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject9_probabilities.npz
BCI IV-2a,9,brier_loss,brier_loss,0.6,0.5597597998362764,validation_confidence_quantile,validation,False,validation_selected_threshold,0.5892857142857143,0.7575757575757576,0.24242424242424243,0.8106060606060606,0.8364485981308412,0.16355140186915887,214,0.7803030303030303,0.6438862453594678,0.7391393011487397,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject9_probabilities.npz
BCI IV-2a,9,brier_loss,brier_loss,0.8,0.47178074058451586,validation_confidence_quantile,validation,False,validation_selected_threshold,0.7857142857142857,0.6818181818181818,0.3181818181818182,0.9166666666666666,0.8057851239669421,0.19421487603305784,242,0.7803030303030303,0.6438862453594678,0.7391393011487397,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject9_probabilities.npz
BCI IV-2a,9,brier_loss,brier_loss,0.9,0.4160440266132355,validation_confidence_quantile,validation,False,validation_selected_threshold,0.8928571428571429,0.66,0.34,0.9734848484848485,0.7898832684824902,0.21011673151750973,257,0.7803030303030303,0.6438862453594678,0.7391393011487397,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject9_probabilities.npz
BCI IV-2a,9,calibration_checkpoint,calibration_checkpoint,0.4,0.7151159684087111,validation_confidence_quantile,validation,False,validation_selected_threshold,0.39285714285714285,0.7727272727272727,0.22727272727272727,0.5454545454545454,0.9166666666666666,0.08333333333333333,144,0.75,0.620306571822067,0.7235246485322611,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject9_probabilities.npz
BCI IV-2a,9,calibration_checkpoint,calibration_checkpoint,0.6,0.5729332619619859,validation_confidence_quantile,validation,False,validation_selected_threshold,0.5892857142857143,0.7575757575757576,0.24242424242424243,0.7575757575757576,0.86,0.14,200,0.75,0.620306571822067,0.7235246485322611,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject9_probabilities.npz
BCI IV-2a,9,calibration_checkpoint,calibration_checkpoint,0.8,0.43866714181501953,validation_confidence_quantile,validation,False,validation_selected_threshold,0.7857142857142857,0.7045454545454546,0.29545454545454547,0.9545454545454546,0.7698412698412699,0.23015873015873015,252,0.75,0.620306571822067,0.7235246485322611,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject9_probabilities.npz
BCI IV-2a,9,calibration_checkpoint,calibration_checkpoint,0.9,0.40901693397002714,validation_confidence_quantile,validation,False,validation_selected_threshold,0.8928571428571429,0.72,0.28,0.9772727272727273,0.7596899224806202,0.24031007751937986,258,0.75,0.620306571822067,0.7235246485322611,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject9_probabilities.npz
BCI IV-2a,9,calibration_grid,calibration_grid,0.4,0.6739292692179308,validation_confidence_quantile,validation,False,validation_selected_threshold,0.39285714285714285,0.8181818181818182,0.18181818181818182,0.5151515151515151,0.9338235294117647,0.0661764705882353,136,0.7689393939393939,0.6042707119130413,0.6954018952887284,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject9_probabilities.npz
BCI IV-2a,9,calibration_grid,calibration_grid,0.6,0.5232161762591561,validation_confidence_quantile,validation,False,validation_selected_threshold,0.5892857142857143,0.7575757575757576,0.24242424242424243,0.7613636363636364,0.8805970149253731,0.11940298507462686,201,0.7689393939393939,0.6042707119130413,0.6954018952887284,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject9_probabilities.npz
BCI IV-2a,9,calibration_grid,calibration_grid,0.8,0.4224228953366629,validation_confidence_quantile,validation,False,validation_selected_threshold,0.7857142857142857,0.6363636363636364,0.36363636363636365,0.9204545454545454,0.8065843621399177,0.1934156378600823,243,0.7689393939393939,0.6042707119130413,0.6954018952887284,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject9_probabilities.npz
BCI IV-2a,9,calibration_grid,calibration_grid,0.9,0.3981110409113276,validation_confidence_quantile,validation,False,validation_selected_threshold,0.8928571428571429,0.66,0.34,0.9393939393939394,0.7983870967741935,0.20161290322580644,248,0.7689393939393939,0.6042707119130413,0.6954018952887284,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject9_probabilities.npz
BCI IV-2a,9,crop_aggregation,crop_aggregation,0.4,0.7569497326363774,validation_confidence_quantile,validation,False,validation_selected_threshold,0.39285714285714285,0.7727272727272727,0.22727272727272727,0.4431818181818182,0.9230769230769231,0.07692307692307693,117,0.7651515151515151,0.6397645225261078,0.7257458822223809,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject9_probabilities.npz
BCI IV-2a,9,crop_aggregation,crop_aggregation,0.6,0.5300993165344203,validation_confidence_quantile,validation,False,validation_selected_threshold,0.5892857142857143,0.7272727272727273,0.2727272727272727,0.8409090909090909,0.8288288288288288,0.17117117117117117,222,0.7651515151515151,0.6397645225261078,0.7257458822223809,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject9_probabilities.npz
BCI IV-2a,9,crop_aggregation,crop_aggregation,0.8,0.45345544139362215,validation_confidence_quantile,validation,False,validation_selected_threshold,0.7857142857142857,0.6818181818181818,0.3181818181818182,0.928030303030303,0.8,0.2,245,0.7651515151515151,0.6397645225261078,0.7257458822223809,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject9_probabilities.npz
BCI IV-2a,9,crop_aggregation,crop_aggregation,0.9,0.3979400962744646,validation_confidence_quantile,validation,False,validation_selected_threshold,0.8928571428571429,0.7,0.3,0.9696969696969697,0.77734375,0.22265625,256,0.7651515151515151,0.6397645225261078,0.7257458822223809,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject9_probabilities.npz
BCI IV-2a,9,seed_ensemble,Seed ensemble,0.4,0.751653064367713,validation_confidence_quantile,validation,False,validation_selected_threshold,0.39285714285714285,0.7727272727272727,0.22727272727272727,0.5909090909090909,0.9358974358974359,0.0641025641025641,156,0.7954545454545454,0.6636656310028111,0.7683260727363123,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject9_probabilities.npz
BCI IV-2a,9,seed_ensemble,Seed ensemble,0.6,0.6052404785842004,validation_confidence_quantile,validation,False,validation_selected_threshold,0.5892857142857143,0.7878787878787878,0.21212121212121213,0.7916666666666666,0.8660287081339713,0.1339712918660287,209,0.7954545454545454,0.6636656310028111,0.7683260727363123,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject9_probabilities.npz
BCI IV-2a,9,seed_ensemble,Seed ensemble,0.8,0.4954696219200421,validation_confidence_quantile,validation,False,validation_selected_threshold,0.7857142857142857,0.6818181818181818,0.3181818181818182,0.9318181818181818,0.8252032520325203,0.17479674796747968,246,0.7954545454545454,0.6636656310028111,0.7683260727363123,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject9_probabilities.npz
BCI IV-2a,9,seed_ensemble,Seed ensemble,0.9,0.4109889001472957,validation_confidence_quantile,validation,False,validation_selected_threshold,0.8928571428571429,0.68,0.32,0.9734848484848485,0.8132295719844358,0.1867704280155642,257,0.7954545454545454,0.6636656310028111,0.7683260727363123,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject9_probabilities.npz
BCI IV-2a,9,stronger_teacher,stronger_teacher,0.4,0.5598574751647382,validation_confidence_quantile,validation,False,validation_selected_threshold,0.39285714285714285,0.7272727272727273,0.2727272727272727,0.0,,,0,0.7007575757575758,0.5318178778890447,0.3450012054693286,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject9_probabilities.npz
BCI IV-2a,9,stronger_teacher,stronger_teacher,0.6,0.4497033953666687,validation_confidence_quantile,validation,False,validation_selected_threshold,0.5892857142857143,0.5757575757575758,0.42424242424242425,0.04924242424242424,1.0,0.0,13,0.7007575757575758,0.5318178778890447,0.3450012054693286,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject9_probabilities.npz
BCI IV-2a,9,stronger_teacher,stronger_teacher,0.8,0.3952540696374466,validation_confidence_quantile,validation,False,validation_selected_threshold,0.7857142857142857,0.6136363636363636,0.38636363636363635,0.1553030303030303,0.926829268292683,0.07317073170731707,41,0.7007575757575758,0.5318178778890447,0.3450012054693286,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject9_probabilities.npz
BCI IV-2a,9,stronger_teacher,stronger_teacher,0.9,0.3811539099322486,validation_confidence_quantile,validation,False,validation_selected_threshold,0.8928571428571429,0.62,0.38,0.20454545454545456,0.9259259259259259,0.07407407407407407,54,0.7007575757575758,0.5318178778890447,0.3450012054693286,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject9_probabilities.npz
BCI IV-2a,9,swa_ema,swa_ema,0.4,0.6621495485305786,validation_confidence_quantile,validation,False,validation_selected_threshold,0.39285714285714285,0.7727272727272727,0.22727272727272727,0.6212121212121212,0.926829268292683,0.07317073170731707,164,0.7954545454545454,0.6143617472759916,0.713653863461493,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject9_probabilities.npz
BCI IV-2a,9,swa_ema,swa_ema,0.6,0.5459945067122072,validation_confidence_quantile,validation,False,validation_selected_threshold,0.5892857142857143,0.7575757575757576,0.24242424242424243,0.7916666666666666,0.84688995215311,0.15311004784688995,209,0.7954545454545454,0.6143617472759916,0.713653863461493,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject9_probabilities.npz
BCI IV-2a,9,swa_ema,swa_ema,0.8,0.4571170440745794,validation_confidence_quantile,validation,False,validation_selected_threshold,0.7857142857142857,0.7045454545454546,0.29545454545454547,0.9015151515151515,0.819327731092437,0.18067226890756302,238,0.7954545454545454,0.6143617472759916,0.713653863461493,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject9_probabilities.npz
BCI IV-2a,9,swa_ema,swa_ema,0.9,0.3705880912349515,validation_confidence_quantile,validation,False,validation_selected_threshold,0.8928571428571429,0.64,0.36,0.9848484848484849,0.8,0.2,260,0.7954545454545454,0.6143617472759916,0.713653863461493,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject9_probabilities.npz
BCI IV-2a,9,teacher_student_mixture,Teacher/student,0.4,0.7272611698984893,validation_confidence_quantile,validation,False,validation_selected_threshold,0.39285714285714285,0.8181818181818182,0.18181818181818182,0.45075757575757575,0.9327731092436975,0.06722689075630252,119,0.7689393939393939,0.6236371979322689,0.6981022020972752,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject9_probabilities.npz
BCI IV-2a,9,teacher_student_mixture,Teacher/student,0.6,0.5431784295287075,validation_confidence_quantile,validation,False,validation_selected_threshold,0.5892857142857143,0.7575757575757576,0.24242424242424243,0.7916666666666666,0.8421052631578947,0.15789473684210525,209,0.7689393939393939,0.6236371979322689,0.6981022020972752,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject9_probabilities.npz
BCI IV-2a,9,teacher_student_mixture,Teacher/student,0.8,0.46636023813437516,validation_confidence_quantile,validation,False,validation_selected_threshold,0.7857142857142857,0.7045454545454546,0.29545454545454547,0.9053030303030303,0.8117154811715481,0.18828451882845187,239,0.7689393939393939,0.6236371979322689,0.6981022020972752,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject9_probabilities.npz
BCI IV-2a,9,teacher_student_mixture,Teacher/student,0.9,0.41481203690717444,validation_confidence_quantile,validation,False,validation_selected_threshold,0.8928571428571429,0.68,0.32,0.9583333333333334,0.782608695652174,0.21739130434782608,253,0.7689393939393939,0.6236371979322689,0.6981022020972752,results/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject9_probabilities.npz
BCI IV-2a,9,validation_selected_portfolio,Portfolio,0.4,0.751653064367713,validation_confidence_quantile,validation,False,validation_selected_threshold,0.39285714285714285,0.7727272727272727,0.22727272727272727,0.5909090909090909,0.9358974358974359,0.0641025641025641,156,0.7954545454545454,0.6636656310028111,0.7683260727363123,results/paper_calibration_stats/validation_selected_portfolio/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject9_probabilities.npz
BCI IV-2a,9,validation_selected_portfolio,Portfolio,0.6,0.6052404785842004,validation_confidence_quantile,validation,False,validation_selected_threshold,0.5892857142857143,0.7878787878787878,0.21212121212121213,0.7916666666666666,0.8660287081339713,0.1339712918660287,209,0.7954545454545454,0.6636656310028111,0.7683260727363123,results/paper_calibration_stats/validation_selected_portfolio/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject9_probabilities.npz
BCI IV-2a,9,validation_selected_portfolio,Portfolio,0.8,0.4954696219200421,validation_confidence_quantile,validation,False,validation_selected_threshold,0.7857142857142857,0.6818181818181818,0.3181818181818182,0.9318181818181818,0.8252032520325203,0.17479674796747968,246,0.7954545454545454,0.6636656310028111,0.7683260727363123,results/paper_calibration_stats/validation_selected_portfolio/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject9_probabilities.npz
BCI IV-2a,9,validation_selected_portfolio,Portfolio,0.9,0.4109889001472957,validation_confidence_quantile,validation,False,validation_selected_threshold,0.8928571428571429,0.68,0.32,0.9734848484848485,0.8132295719844358,0.1867704280155642,257,0.7954545454545454,0.6636656310028111,0.7683260727363123,results/paper_calibration_stats/validation_selected_portfolio/calibration_workflow/probabilities/validation_only_selection_bci4_2a_subject9_probabilities.npz
BNCI2014_001,1,augmentation,Augmentation,0.4,0.932417364468197,validation_confidence_quantile,validation,False,validation_selected_threshold,0.3958333333333333,1.0,0.0,0.3854166666666667,0.954954954954955,0.04504504504504504,111,0.7708333333333334,0.8382299588431454,0.8421335749471053,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject1_probabilities.npz
BNCI2014_001,1,augmentation,Augmentation,0.6,0.8344637696692716,validation_confidence_quantile,validation,False,validation_selected_threshold,0.5833333333333334,0.9285714285714286,0.07142857142857142,0.6145833333333334,0.9265536723163842,0.07344632768361582,177,0.7708333333333334,0.8382299588431454,0.8421335749471053,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject1_probabilities.npz
BNCI2014_001,1,augmentation,Augmentation,0.8,0.6996748813154465,validation_confidence_quantile,validation,False,validation_selected_threshold,0.7916666666666666,0.868421052631579,0.13157894736842105,0.7916666666666666,0.8596491228070176,0.14035087719298245,228,0.7708333333333334,0.8382299588431454,0.8421335749471053,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject1_probabilities.npz
BNCI2014_001,1,augmentation,Augmentation,0.9,0.6242674569103541,validation_confidence_quantile,validation,False,validation_selected_threshold,0.8958333333333334,0.8604651162790697,0.13953488372093023,0.8819444444444444,0.8228346456692913,0.17716535433070865,254,0.7708333333333334,0.8382299588431454,0.8421335749471053,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject1_probabilities.npz
BNCI2014_001,1,baseline,Baseline,0.4,0.81656079721402,validation_confidence_quantile,validation,False,validation_selected_threshold,0.3958333333333333,0.9473684210526315,0.05263157894736842,0.5277777777777778,0.9276315789473685,0.07236842105263158,152,0.8055555555555556,0.8080516393218323,0.8053585064972916,results/calibration_workflow_bnci2014_001/probabilities/validation_only_selection_bnci2014_001_subject1_probabilities.npz
