dataset,target_coverage,method,method_label,reference_method,n_subjects,mean_delta_selective_accuracy,median_delta_selective_accuracy,wilcoxon_p_selective_accuracy,wins_selective_accuracy,ties_selective_accuracy,losses_selective_accuracy,mean_delta_risk,median_delta_risk,wilcoxon_p_risk,eval_labels_used_for_threshold
BNCI2014_004,0.6,augmentation,Augmentation,seed_ensemble,9,-0.0001434661581711917,0.0,1.0,4,1,4,0.0001434661581711998,0.0,1.0,False
BNCI2014_004,0.6,baseline,Baseline,seed_ensemble,9,6.932148255003569e-05,0.0,0.84375,4,1,4,-6.932148255003069e-05,0.0,0.84375,False
BNCI2014_004,0.6,teacher_student_mixture,Teacher/student,seed_ensemble,9,-0.0004217132499679563,0.0,0.84375,4,1,4,0.0004217132499679613,0.0,0.84375,False
BNCI2014_004,0.6,validation_selected_portfolio,Portfolio,seed_ensemble,9,-0.0015825773101536174,0.0,0.84375,2,3,4,0.001582577310153629,0.0,0.84375,False
BNCI2014_004,0.8,augmentation,Augmentation,baseline,9,-0.002251382585191567,0.0,1.0,1,6,2,0.0022513825851915806,0.0,1.0,False
BNCI2014_004,0.8,seed_ensemble,Seed ensemble,baseline,9,0.0037478421820371765,0.0002178649237472019,0.4609375,5,1,3,-0.0037478421820371604,-0.00021786492374728517,0.4609375,False
BNCI2014_004,0.8,teacher_student_mixture,Teacher/student,baseline,9,0.00022259016087177052,0.0,1.0,1,6,2,-0.00022259016087175894,0.0,1.0,False
BNCI2014_004,0.8,validation_selected_portfolio,Portfolio,baseline,9,-0.00053728187508115,0.0,1.0,3,2,4,0.0005372818750811586,0.0,1.0,False
BNCI2014_004,0.8,augmentation,Augmentation,seed_ensemble,9,-0.005999224767228744,-0.012570980274955179,0.3125,3,1,5,0.005999224767228741,0.012570980274955165,0.3125,False
BNCI2014_004,0.8,baseline,Baseline,seed_ensemble,9,-0.0037478421820371765,-0.0002178649237472019,0.4609375,3,1,5,0.0037478421820371604,0.00021786492374728517,0.4609375,False
BNCI2014_004,0.8,teacher_student_mixture,Teacher/student,seed_ensemble,9,-0.0035252520211654062,-0.0002178649237472019,0.546875,3,1,5,0.0035252520211654014,0.00021786492374728517,0.546875,False
BNCI2014_004,0.8,validation_selected_portfolio,Portfolio,seed_ensemble,9,-0.004285124057118327,0.0,0.5625,2,3,4,0.004285124057118319,0.0,0.5625,False
BNCI2014_004,0.9,augmentation,Augmentation,baseline,9,-0.004345178417736591,0.0,0.625,1,5,3,0.004345178417736597,0.0,0.625,False
BNCI2014_004,0.9,seed_ensemble,Seed ensemble,baseline,9,0.005143387206618135,0.006336414389197298,0.30078125,7,0,2,-0.00514338720661812,-0.006336414389197298,0.30078125,False
BNCI2014_004,0.9,teacher_student_mixture,Teacher/student,baseline,9,0.0008216432766392007,0.0,0.875,2,5,2,-0.0008216432766391976,0.0,0.875,False
BNCI2014_004,0.9,validation_selected_portfolio,Portfolio,baseline,9,-0.0019264187571442276,0.0,0.84375,4,1,4,0.0019264187571442354,0.0,0.84375,False
BNCI2014_004,0.9,augmentation,Augmentation,seed_ensemble,9,-0.009488565624354727,-0.015133920209777108,0.12890625,1,0,8,0.009488565624354718,0.015133920209777108,0.12890625,False
BNCI2014_004,0.9,baseline,Baseline,seed_ensemble,9,-0.005143387206618135,-0.006336414389197298,0.30078125,2,0,7,0.00514338720661812,0.006336414389197298,0.30078125,False
BNCI2014_004,0.9,teacher_student_mixture,Teacher/student,seed_ensemble,9,-0.004321743929978934,-0.006336414389197298,0.30078125,2,0,7,0.004321743929978923,0.006336414389197298,0.30078125,False
BNCI2014_004,0.9,validation_selected_portfolio,Portfolio,seed_ensemble,9,-0.0070698059637623635,-0.009475600045501076,0.296875,1,2,6,0.007069805963762356,0.009475600045501076,0.296875,False
