dataset,method,method_label,target_coverage,n_subjects,heldout_coverage_mean,heldout_coverage_std,heldout_selective_accuracy_mean,heldout_selective_accuracy_std,heldout_risk_mean,heldout_risk_std,heldout_n_covered_sum,eval_labels_used_for_threshold
BCI IV-2a,baseline,Baseline,0.4,1,0.4340277777777778,0.0,0.64,0.0,0.36,0.0,125,False
BCI IV-2a,mdrm_t_ea,MDRM-T + EA,0.4,1,0.0,0.0,,,,,0,False
BCI IV-2a,baseline,Baseline,0.6,1,0.5694444444444444,0.0,0.6219512195121951,0.0,0.3780487804878049,0.0,164,False
BCI IV-2a,mdrm_t_ea,MDRM-T + EA,0.6,1,0.006944444444444444,0.0,1.0,0.0,0.0,0.0,2,False
BCI IV-2a,baseline,Baseline,0.8,1,0.7951388888888888,0.0,0.5633187772925764,0.0,0.4366812227074236,0.0,229,False
BCI IV-2a,mdrm_t_ea,MDRM-T + EA,0.8,1,0.13541666666666666,0.0,0.8461538461538461,0.0,0.15384615384615385,0.0,39,False
BCI IV-2a,baseline,Baseline,0.9,1,0.90625,0.0,0.5478927203065134,0.0,0.4521072796934866,0.0,261,False
BCI IV-2a,mdrm_t_ea,MDRM-T + EA,0.9,1,0.2326388888888889,0.0,0.8208955223880597,0.0,0.1791044776119403,0.0,67,False
